Target Name	Accession	Query Name	E-value	Score	Start	End	Description
KAP_NTPase	PF07693.20	WP_394606767	1.3e-05	25.0	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_394606767	8e-05	23.0	31	94	AAA domain
AAA_22	PF13401.12	WP_394606767	8.1e-05	23.3	32	68	AAA domain
AAA_16	PF13191.12	WP_394606767	0.00023	22.1	26	247	AAA ATPase domain
AAA	PF00004.35	WP_394606767	0.00029	21.7	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_394606767	0.00046	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_107040384	9.7e-126	420.5	34	396	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_409071510	2e-08	34.6	1	47	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_311533307	9.1e-122	407.5	18	411	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_373060148	9.1e-122	407.5	18	411	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_245483709	4.3e-124	415.1	29	400	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_245483709	0.00024	20.9	37	271	KAP family P-loop domain
AAA_22	PF13401.12	WP_245483709	0.0008	20.1	43	76	AAA domain
YobI-ATPase	PF20693.3	WP_245495493	4.2e-124	415.1	22	393	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_245495493	0.00023	20.9	30	264	KAP family P-loop domain
AAA_22	PF13401.12	WP_245495493	0.00078	20.2	36	69	AAA domain
YobI-ATPase	PF20693.3	WP_269484000	9.7e-113	377.8	20	375	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_260098330	8.3e-114	381.3	19	379	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_260098330	0.00021	22.0	34	65	AAA domain
AAA	PF00004.35	WP_260098330	0.00055	20.8	36	81	ATPase family associated with various cellular activities (AAA)
AAA_16	PF13191.12	WP_260098330	0.00062	20.7	15	233	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_312867311	5.1e-124	414.9	32	403	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_312867311	0.00011	23.1	40	74	AAA ATPase domain
KAP_NTPase	PF07693.20	WP_312867311	0.00028	20.6	41	274	KAP family P-loop domain
AAA_5	PF07728.20	WP_312867311	0.00073	19.9	48	86	AAA domain (dynein-related subfamily)
YobI-ATPase	PF20693.3	WP_301696169	7.3e-67	226.8	6	253	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_234704327	3.8e-124	415.3	16	387	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_234704327	0.00093	18.9	25	258	KAP family P-loop domain
AAA_22	PF13401.12	WP_234704327	0.00097	19.8	30	64	AAA domain
YobI-ATPase	PF20693.3	WP_211753966	7.3e-67	226.8	6	253	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_052259235	2.6e-91	307.2	27	386	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_052259235	3e-05	24.7	41	123	AAA domain
AAA_14	PF13173.12	WP_052259235	0.00036	20.9	41	103	AAA domain
YobI-ATPase	PF20693.3	WP_095606355	1.9e-125	419.6	18	385	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_261320991	9.1e-124	414.0	29	400	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_261320991	0.00022	20.9	37	271	KAP family P-loop domain
AAA_22	PF13401.12	WP_261320991	0.00075	20.2	43	76	AAA domain
YobI-ATPase	PF20693.3	WP_228710025	4.4e-94	316.4	17	347	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_228710025	4e-06	26.7	32	273	KAP family P-loop domain
AAA_22	PF13401.12	WP_228710025	8.2e-05	23.3	32	68	AAA domain
AAA_14	PF13173.12	WP_228710025	8.5e-05	22.9	31	94	AAA domain
AAA_16	PF13191.12	WP_228710025	0.00025	22.0	26	247	AAA ATPase domain
AAA	PF00004.35	WP_228710025	0.00031	21.6	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_228710025	0.00046	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_241528639	5.3e-94	316.1	17	338	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_241528639	1.3e-05	25.0	32	272	KAP family P-loop domain
AAA_14	PF13173.12	WP_241528639	7.9e-05	23.1	31	94	AAA domain
AAA_22	PF13401.12	WP_241528639	8.1e-05	23.3	32	68	AAA domain
AAA_16	PF13191.12	WP_241528639	0.00022	22.1	26	247	AAA ATPase domain
AAA	PF00004.35	WP_241528639	0.00029	21.7	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_241528639	0.00046	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_282682890	8.3e-124	414.2	32	403	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_282682890	0.00089	20.2	40	73	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_235423266	9.4e-28	98.1	1	162	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_246805768	4.3e-124	415.1	29	400	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_246805768	0.00023	20.9	37	271	KAP family P-loop domain
AAA_22	PF13401.12	WP_246805768	0.00075	20.2	43	76	AAA domain
YobI-ATPase	PF20693.3	WP_262187849	1.2e-61	209.7	1	171	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_264292936	2.8e-93	313.7	17	337	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_264292936	1.4e-05	25.0	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_264292936	7.8e-05	23.1	31	94	AAA domain
AAA_22	PF13401.12	WP_264292936	8.1e-05	23.3	32	68	AAA domain
AAA_16	PF13191.12	WP_264292936	0.00022	22.1	26	247	AAA ATPase domain
AAA	PF00004.35	WP_264292936	0.00028	21.7	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_264292936	0.00045	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_245490246	1.1e-123	413.8	32	403	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_245490246	0.00013	21.7	41	274	KAP family P-loop domain
AAA_16	PF13191.12	WP_245490246	0.00054	20.9	40	74	AAA ATPase domain
AAA_22	PF13401.12	WP_245490246	0.00097	19.8	47	79	AAA domain
YobI-ATPase	PF20693.3	WP_234836773	6.3e-124	414.6	32	403	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_234836773	0.00027	20.7	41	274	KAP family P-loop domain
AAA_16	PF13191.12	WP_234836773	0.0005	21.0	40	74	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_339147173	4.3e-122	408.5	16	395	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_339147173	0.00063	20.5	31	86	AAA domain
YobI-ATPase	PF20693.3	WP_158826567	1.3e-127	426.7	24	416	YobI-like P-loop NTPase
TniB	PF05621.17	WP_158826567	0.00022	21.1	17	67	Bacterial TniB protein
YobI-ATPase	PF20693.3	WP_240948546	5.5e-122	408.2	16	395	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_240948546	0.0006	20.5	31	86	AAA domain
YobI-ATPase	PF20693.3	WP_407641178	1.3e-126	423.4	21	402	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_407641178	0.00012	23.0	20	76	AAA ATPase domain
AAA_22	PF13401.12	WP_407641178	0.00012	22.7	39	80	AAA domain
AAA_18	PF13238.12	WP_407641178	0.00029	21.7	40	108	AAA domain
TniB	PF05621.17	WP_407641178	0.00043	20.2	15	64	Bacterial TniB protein
ATPase_2	PF01637.24	WP_407641178	0.00088	19.5	41	117	ATPase domain predominantly from Archaea
ATPase_2	PF01637.24	WP_407641178	0.00088	19.5	274	358	ATPase domain predominantly from Archaea
YobI-ATPase	PF20693.3	WP_223490572	4.1e-122	408.6	16	395	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_244271821	1.9e-123	413.0	25	396	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_244271821	0.00013	22.9	32	249	AAA ATPase domain
KAP_NTPase	PF07693.20	WP_244271821	0.00039	20.1	25	266	KAP family P-loop domain
YobI-ATPase	PF20693.3	WP_302567797	2.3e-120	402.9	34	399	YobI-like P-loop NTPase
AAA_29	PF13555.12	WP_302567797	0.00071	19.7	38	71	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_082442469	1.4e-126	423.3	31	402	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_082442469	2.5e-05	24.1	31	273	KAP family P-loop domain
AAA_16	PF13191.12	WP_082442469	0.00012	23.1	38	255	AAA ATPase domain
AAA_5	PF07728.20	WP_082442469	0.00028	21.3	47	85	AAA domain (dynein-related subfamily)
YobI-ATPase	PF20693.3	WP_266099088	1.3e-92	311.6	17	336	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_266099088	1.3e-05	25.0	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_266099088	7.8e-05	23.1	31	94	AAA domain
AAA_22	PF13401.12	WP_266099088	8e-05	23.3	32	68	AAA domain
AAA_16	PF13191.12	WP_266099088	0.00022	22.2	26	247	AAA ATPase domain
AAA	PF00004.35	WP_266099088	0.00028	21.7	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_266099088	0.00045	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_234705520	1e-123	413.9	32	403	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_234705520	0.00018	21.3	41	274	KAP family P-loop domain
AAA_16	PF13191.12	WP_234705520	0.00042	21.2	40	74	AAA ATPase domain
AAA_22	PF13401.12	WP_234705520	0.00075	20.2	47	79	AAA domain
YobI-ATPase	PF20693.3	WP_264979092	1.1e-91	308.5	17	333	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_264979092	1.3e-05	25.0	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_264979092	7.7e-05	23.1	31	94	AAA domain
AAA_22	PF13401.12	WP_264979092	8e-05	23.4	32	68	AAA domain
AAA_16	PF13191.12	WP_264979092	0.00021	22.2	26	247	AAA ATPase domain
AAA	PF00004.35	WP_264979092	0.00027	21.8	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_264979092	0.00045	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_394606299	1.1e-91	308.5	17	333	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_394606299	1.3e-05	25.0	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_394606299	7.7e-05	23.1	31	94	AAA domain
AAA_22	PF13401.12	WP_394606299	8e-05	23.4	32	68	AAA domain
AAA_16	PF13191.12	WP_394606299	0.00021	22.2	26	247	AAA ATPase domain
AAA	PF00004.35	WP_394606299	0.00027	21.8	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_394606299	0.00045	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_343070019	1.7e-123	413.2	26	397	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_343070019	0.00013	21.7	35	268	KAP family P-loop domain
AAA_16	PF13191.12	WP_343070019	0.00042	21.2	34	67	AAA ATPase domain
AAA_22	PF13401.12	WP_343070019	0.00049	20.8	41	79	AAA domain
YobI-ATPase	PF20693.3	WP_394605991	1.1e-91	308.5	17	333	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_394605991	1.3e-05	25.0	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_394605991	7.7e-05	23.1	31	94	AAA domain
AAA_22	PF13401.12	WP_394605991	8e-05	23.4	32	68	AAA domain
AAA_16	PF13191.12	WP_394605991	0.00021	22.2	26	247	AAA ATPase domain
AAA	PF00004.35	WP_394605991	0.00027	21.8	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_394605991	0.00045	20.3	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_006988414	9.7e-121	404.1	37	434	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_311044132	8.7e-124	414.1	32	403	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_311044132	9.4e-05	22.2	41	274	KAP family P-loop domain
AAA_16	PF13191.12	WP_311044132	0.0003	21.7	40	75	AAA ATPase domain
AAA_22	PF13401.12	WP_311044132	0.00081	20.1	47	79	AAA domain
YobI-ATPase	PF20693.3	WP_286084906	2.5e-124	415.9	32	403	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_286084906	0.00017	21.4	41	274	KAP family P-loop domain
AAA_16	PF13191.12	WP_286084906	0.00051	21.0	40	73	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_224684278	1.7e-123	413.2	27	396	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_203257747	1.5e-119	400.2	17	373	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_247099811	2.6e-85	287.5	17	309	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_247099811	1e-05	25.4	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_247099811	6.5e-05	23.3	31	94	AAA domain
AAA_22	PF13401.12	WP_247099811	6.9e-05	23.6	32	68	AAA domain
AAA_16	PF13191.12	WP_247099811	0.00018	22.4	26	247	AAA ATPase domain
AAA	PF00004.35	WP_247099811	0.00022	22.1	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_247099811	0.0004	20.5	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_238971868	2.8e-86	290.7	17	313	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_238971868	1.1e-05	25.3	32	272	KAP family P-loop domain
AAA_14	PF13173.12	WP_238971868	7e-05	23.2	31	94	AAA domain
AAA_22	PF13401.12	WP_238971868	7.4e-05	23.5	32	68	AAA domain
AAA_16	PF13191.12	WP_238971868	0.00019	22.3	26	247	AAA ATPase domain
AAA	PF00004.35	WP_238971868	0.00024	21.9	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_238971868	0.00042	20.4	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_238969792	2.8e-86	290.7	17	313	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_238969792	1.1e-05	25.3	32	272	KAP family P-loop domain
AAA_14	PF13173.12	WP_238969792	7e-05	23.2	31	94	AAA domain
AAA_22	PF13401.12	WP_238969792	7.4e-05	23.5	32	68	AAA domain
AAA_16	PF13191.12	WP_238969792	0.00019	22.3	26	247	AAA ATPase domain
AAA	PF00004.35	WP_238969792	0.00024	21.9	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_238969792	0.00042	20.4	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_144908840	3.4e-129	431.9	24	396	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_144908840	0.00052	20.7	42	107	AAA domain
YobI-ATPase	PF20693.3	WP_394606457	2.8e-86	290.7	17	313	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_394606457	1.1e-05	25.3	32	272	KAP family P-loop domain
AAA_14	PF13173.12	WP_394606457	7e-05	23.2	31	94	AAA domain
AAA_22	PF13401.12	WP_394606457	7.4e-05	23.5	32	68	AAA domain
AAA_16	PF13191.12	WP_394606457	0.00019	22.3	26	247	AAA ATPase domain
AAA	PF00004.35	WP_394606457	0.00024	21.9	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_394606457	0.00042	20.4	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_257965607	2.6e-85	287.5	17	309	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_257965607	1e-05	25.4	32	273	KAP family P-loop domain
AAA_14	PF13173.12	WP_257965607	6.5e-05	23.3	31	94	AAA domain
AAA_22	PF13401.12	WP_257965607	6.9e-05	23.6	32	68	AAA domain
AAA_16	PF13191.12	WP_257965607	0.00018	22.4	26	247	AAA ATPase domain
AAA	PF00004.35	WP_257965607	0.00022	22.1	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_257965607	0.0004	20.5	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_293491437	1.9e-118	396.6	13	381	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_370790164	3.8e-118	395.5	13	381	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_264754112	2.8e-86	290.7	17	313	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_264754112	1.1e-05	25.3	32	272	KAP family P-loop domain
AAA_14	PF13173.12	WP_264754112	7e-05	23.2	31	94	AAA domain
AAA_22	PF13401.12	WP_264754112	7.4e-05	23.5	32	68	AAA domain
AAA_16	PF13191.12	WP_264754112	0.00019	22.3	26	247	AAA ATPase domain
AAA	PF00004.35	WP_264754112	0.00024	21.9	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_264754112	0.00042	20.4	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_107013257	4.2e-126	421.7	18	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_309546691	3.4e-123	412.2	32	403	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_309546691	0.00025	21.9	39	72	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_286761871	1.1e-125	420.4	18	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_034892302	1.1e-125	420.4	18	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_172284467	1.6e-125	419.8	37	399	YobI-like P-loop NTPase
TniB	PF05621.17	WP_172284467	8.4e-05	22.5	28	87	Bacterial TniB protein
YobI-ATPase	PF20693.3	WP_394606872	2.8e-86	290.7	17	313	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_394606872	1.1e-05	25.3	32	272	KAP family P-loop domain
AAA_14	PF13173.12	WP_394606872	7e-05	23.2	31	94	AAA domain
AAA_22	PF13401.12	WP_394606872	7.4e-05	23.5	32	68	AAA domain
AAA_16	PF13191.12	WP_394606872	0.00019	22.3	26	247	AAA ATPase domain
AAA	PF00004.35	WP_394606872	0.00024	21.9	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_394606872	0.00042	20.4	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_061318221	1.5e-116	390.3	26	412	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_292516403	6.1e-124	414.6	27	396	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_292516403	0.00054	20.9	35	249	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_220585425	1.2e-117	393.9	16	384	YobI-like P-loop NTPase
AAA	PF00004.35	WP_220585425	2.3e-05	25.2	33	73	ATPase family associated with various cellular activities (AAA)
YobI-ATPase	PF20693.3	WP_394606206	2.8e-86	290.7	17	313	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_394606206	1.1e-05	25.3	32	272	KAP family P-loop domain
AAA_14	PF13173.12	WP_394606206	7e-05	23.2	31	94	AAA domain
AAA_22	PF13401.12	WP_394606206	7.4e-05	23.5	32	68	AAA domain
AAA_16	PF13191.12	WP_394606206	0.00019	22.3	26	247	AAA ATPase domain
AAA	PF00004.35	WP_394606206	0.00024	21.9	35	73	ATPase family associated with various cellular activities (AAA)
AAA_29	PF13555.12	WP_394606206	0.00042	20.4	16	48	P-loop containing region of AAA domain
YobI-ATPase	PF20693.3	WP_269489003	4.6e-113	378.8	20	375	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_202526125	1.6e-122	409.9	16	405	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_346710053	4.6e-16	59.7	39	104	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_158990145	4.3e-129	431.6	24	396	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_158990145	0.00022	21.9	42	107	AAA domain
AAA_16	PF13191.12	WP_158990145	0.00043	21.2	25	70	AAA ATPase domain
TniB	PF05621.17	WP_158990145	0.00054	19.8	24	67	Bacterial TniB protein
YobI-ATPase	PF20693.3	WP_299961500	9.1e-123	410.7	16	387	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_208225739	1.9e-125	419.6	18	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_105071460	3.3e-120	402.3	17	397	YobI-like P-loop NTPase
AAA_18	PF13238.12	WP_105071460	0.00043	21.1	36	100	AAA domain
YobI-ATPase	PF20693.3	WP_030033782	1.3e-116	390.5	26	412	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_338242736	2.7e-60	205.2	40	321	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_338242736	5.8e-05	22.9	38	320	KAP family P-loop domain
YobI-ATPase	PF20693.3	WP_206186439	6.7e-121	404.6	32	410	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_206186439	0.0004	21.3	36	88	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_182498539	8.1e-119	397.8	17	208	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_182498539	8.1e-119	397.8	219	478	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_182498539	6.5e-05	23.9	18	68	AAA ATPase domain
AAA_22	PF13401.12	WP_182498539	0.0002	22.1	35	63	AAA domain
YobI-ATPase	PF20693.3	WP_408614356	2e-115	386.6	33	403	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_408614356	6.4e-05	23.9	39	261	AAA ATPase domain
COG4_m	PF08318.18	WP_408614356	0.00033	20.4	659	733	COG4 transport protein, middle alpha-helical bundle
AAA	PF00004.35	WP_408614356	0.00035	21.4	50	101	ATPase family associated with various cellular activities (AAA)
YobI-ATPase	PF20693.3	WP_321297198	1e-128	430.3	22	383	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_170372825	4.7e-119	398.5	26	385	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_170372825	1.7e-06	27.9	26	256	KAP family P-loop domain
AAA_16	PF13191.12	WP_170372825	2.3e-05	25.3	33	240	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_269480769	4.6e-112	375.5	20	375	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_322300356	1.4e-124	416.7	18	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_373016830	1.5e-124	416.6	18	393	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_234906728	1e-123	413.9	16	387	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_214740806	2e-122	409.6	16	395	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_214740806	1.7e-05	25.5	31	62	AAA domain
YobI-ATPase	PF20693.3	WP_054722275	7.7e-129	430.7	22	383	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_279269004	1.4e-111	373.9	26	417	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_394351452	6.9e-118	394.7	19	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_369284303	2.4e-119	399.5	25	389	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_369098563	2.4e-99	333.7	33	366	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_369098563	0.00019	21.2	48	289	KAP family P-loop domain
AAA_14	PF13173.12	WP_369098563	0.00054	20.4	47	110	AAA domain
AAA_22	PF13401.12	WP_369098563	0.00076	20.2	48	81	AAA domain
YobI-ATPase	PF20693.3	WP_334651472	8.8e-119	397.6	13	380	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_334651472	0.00064	19.4	12	251	KAP family P-loop domain
YobI-ATPase	PF20693.3	WP_218487423	8.8e-119	397.6	13	380	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_218487423	0.00064	19.4	12	251	KAP family P-loop domain
YobI-ATPase	PF20693.3	WP_256947176	3.9e-85	286.9	17	313	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_256947176	2.4e-05	24.2	32	273	KAP family P-loop domain
AAA_22	PF13401.12	WP_256947176	0.00017	22.3	32	68	AAA domain
AAA_16	PF13191.12	WP_256947176	0.00037	21.4	27	247	AAA ATPase domain
AAA_14	PF13173.12	WP_256947176	0.00049	20.5	31	94	AAA domain
YobI-ATPase	PF20693.3	WP_297625910	9.3e-122	407.4	16	368	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_297625910	0.00043	21.2	20	82	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_162983772	1.2e-118	397.2	17	378	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_242449220	1e-79	269.1	29	320	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_094258223	1.8e-119	399.9	18	390	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_264914347	7.8e-118	394.5	13	380	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_264914347	0.0008	19.1	12	251	KAP family P-loop domain
YobI-ATPase	PF20693.3	WP_238020771	3.4e-119	399.0	16	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_353411358	4.4e-122	408.5	16	387	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_335725853	2.8e-118	396.0	17	378	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_147788643	1.8e-96	324.2	17	363	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_147788643	0.00012	21.8	33	270	KAP family P-loop domain
AAA_22	PF13401.12	WP_147788643	0.0005	20.8	31	74	AAA domain
AAA_16	PF13191.12	WP_147788643	0.00073	20.5	14	244	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_080921041	1.2e-121	407.0	13	372	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_080921041	1.4e-06	29.3	16	230	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_089663732	1.8e-125	419.6	18	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_300726568	1.3e-121	406.9	33	389	YobI-like P-loop NTPase
KAP_NTPase	PF07693.20	WP_300726568	0.00035	20.3	48	91	KAP family P-loop domain
AAA_16	PF13191.12	WP_300726568	0.0006	20.7	42	88	AAA ATPase domain
AAA_22	PF13401.12	WP_300726568	0.00085	20.0	47	81	AAA domain
YobI-ATPase	PF20693.3	WP_226634146	3.9e-122	408.7	13	372	YobI-like P-loop NTPase
AAA_16	PF13191.12	WP_226634146	5.4e-06	27.4	21	227	AAA ATPase domain
YobI-ATPase	PF20693.3	WP_232621730	3.1e-121	405.7	13	371	YobI-like P-loop NTPase
AAA_22	PF13401.12	WP_232621730	0.00025	21.7	28	64	AAA domain
YobI-ATPase	PF20693.3	WP_320035453	4.7e-109	365.6	36	397	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_147286720	1.2e-118	397.2	17	378	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_124127951	1.2e-118	397.2	17	378	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_128722626	1.2e-118	397.2	17	378	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_301345191	1.4e-109	367.4	15	373	YobI-like P-loop NTPase
YobI-ATPase	PF20693.3	WP_317789374	1.2e-118	397.2	17	378	YobI-like P-loop NTPase
