Source File,Main Protein,Found Protein,Position,Product
WP_240022541_neighbors.csv,WP_240022541.1,WP_341775342.1,downstream,hypothetical protein
WP_367397041_neighbors.csv,WP_367397041.1,WP_173001777.1,downstream,hypothetical protein
WP_272842928_neighbors.csv,WP_272842928.1,WP_272842929.1,downstream,hypothetical protein
WP_009568428_neighbors.csv,WP_009568428.1,WP_009568427.1,upstream,hypothetical protein
WP_166137738_neighbors.csv,WP_166137738.1,WP_166137735.1,downstream,hypothetical protein
WP_332416413_neighbors.csv,WP_332416413.1,WP_332416411.1,upstream,hypothetical protein
WP_245394177_neighbors.csv,WP_245394177.1,WP_245394175.1,upstream,hypothetical protein
WP_245394177_neighbors.csv,WP_245394177.1,WP_245394176.1,downstream,hypothetical protein
WP_319567961_neighbors.csv,WP_319567961.1,WP_319567963.1,downstream,hypothetical protein
WP_016323767_neighbors.csv,WP_016323767.1,WP_016323765.1,upstream,hypothetical protein
WP_016323767_neighbors.csv,WP_016323767.1,WP_155979077.1,upstream,hypothetical protein
WP_128288667_neighbors.csv,WP_128288667.1,WP_128288666.1,upstream,hypothetical protein
WP_285827102_neighbors.csv,WP_285827102.1,WP_285827101.1,downstream,hypothetical protein
WP_257645347_neighbors.csv,WP_257645347.1,WP_257645346.1,upstream,hypothetical protein
WP_240022251_neighbors.csv,WP_240022251.1,WP_341775342.1,downstream,hypothetical protein
WP_331687765_neighbors.csv,WP_331687765.1,WP_331687766.1,downstream,hypothetical protein
WP_345331478_neighbors.csv,WP_345331478.1,WP_345331477.1,upstream,hypothetical protein
WP_245483272_neighbors.csv,WP_245483272.1,WP_245483271.1,downstream,hypothetical protein
WP_245483272_neighbors.csv,WP_245483272.1,WP_348629873.1,downstream,hypothetical protein
WP_347452326_neighbors.csv,WP_347452326.1,WP_347452325.1,upstream,hypothetical protein
WP_191554876_neighbors.csv,WP_191554876.1,WP_191554877.1,downstream,hypothetical protein
WP_167390208_neighbors.csv,WP_167390208.1,WP_240616130.1,downstream,P-loop NTPase fold protein
WP_311752783_neighbors.csv,WP_311752783.1,WP_311752782.1,downstream,hypothetical protein
WP_005845918_neighbors.csv,WP_005845918.1,WP_005845920.1,downstream,hypothetical protein
WP_378803205_neighbors.csv,WP_378803205.1,WP_378803206.1,downstream,hypothetical protein
WP_228710995_neighbors.csv,WP_228710995.1,WP_228710992.1,upstream,hypothetical protein
WP_228710995_neighbors.csv,WP_228710995.1,WP_228710994.1,upstream,hypothetical protein
WP_332560845_neighbors.csv,WP_332560845.1,WP_332560846.1,downstream,hypothetical protein
WP_144825113_neighbors.csv,WP_144825113.1,WP_144825112.1,upstream,hypothetical protein
WP_270981301_neighbors.csv,WP_270981301.1,WP_228308203.1,upstream,hypothetical protein
WP_253990845_neighbors.csv,WP_253990845.1,WP_180814337.1,downstream,hypothetical protein
WP_259652723_neighbors.csv,WP_259652723.1,WP_259652724.1,downstream,hypothetical protein
WP_307444932_neighbors.csv,WP_307444932.1,WP_307444934.1,downstream,hypothetical protein
WP_225395865_neighbors.csv,WP_225395865.1,WP_225395866.1,downstream,hypothetical protein
WP_228710025_neighbors.csv,WP_228710025.1,WP_228710024.1,upstream,hypothetical protein
WP_260440237_neighbors.csv,WP_260440237.1,WP_260440236.1,upstream,pcar
WP_227627404_neighbors.csv,WP_227627404.1,WP_227627403.1,downstream,hypothetical protein
WP_353845236_neighbors.csv,WP_353845236.1,WP_287656070.1,downstream,hypothetical protein
WP_369692066_neighbors.csv,WP_369692066.1,WP_236579322.1,downstream,hypothetical protein
WP_228594996_neighbors.csv,WP_228594996.1,WP_228594998.1,downstream,hypothetical protein
WP_088660282_neighbors.csv,WP_088660282.1,WP_144065936.1,downstream,hypothetical protein
WP_347008656_neighbors.csv,WP_347008656.1,WP_347008657.1,upstream,hypothetical protein
WP_367062471_neighbors.csv,WP_367062471.1,WP_367062474.1,downstream,hypothetical protein
WP_289241162_neighbors.csv,WP_289241162.1,WP_289241161.1,upstream,P-loop NTPase fold protein
WP_259272383_neighbors.csv,WP_259272383.1,WP_227538379.1,downstream,P-loop NTPase fold protein
WP_312403727_neighbors.csv,WP_312403727.1,WP_312403729.1,downstream,hypothetical protein
WP_239647792_neighbors.csv,WP_239647792.1,WP_228308203.1,downstream,hypothetical protein
WP_235584247_neighbors.csv,WP_235584247.1,WP_023435521.1,upstream,hypothetical protein
WP_197477851_neighbors.csv,WP_197477851.1,WP_197477850.1,upstream,hypothetical protein
WP_286216934_neighbors.csv,WP_286216934.1,WP_286216935.1,downstream,hypothetical protein
WP_289693744_neighbors.csv,WP_289693744.1,WP_289693745.1,downstream,hypothetical protein
WP_407245418_neighbors.csv,WP_407245418.1,WP_407245475.1,upstream,DNA-binding protein
WP_034965611_neighbors.csv,WP_034965611.1,WP_034965613.1,downstream,hypothetical protein
WP_407858432_neighbors.csv,WP_407858432.1,WP_407858515.1,downstream,hypothetical protein
WP_249509501_neighbors.csv,WP_249509501.1,WP_231793536.1,downstream,hypothetical protein
WP_338106985_neighbors.csv,WP_338106985.1,WP_241033306.1,downstream,hypothetical protein
WP_231530261_neighbors.csv,WP_231530261.1,WP_251301791.1,downstream,hypothetical protein
WP_001303378_neighbors.csv,WP_001303378.1,WP_317458270.1,upstream,hypothetical protein
WP_128288666_neighbors.csv,WP_128288666.1,WP_128288667.1,downstream,ATP-binding protein
WP_257645346_neighbors.csv,WP_257645346.1,WP_257645347.1,downstream,hypothetical protein
WP_272842929_neighbors.csv,WP_272842929.1,WP_272842928.1,upstream,hypothetical protein
WP_343439078_neighbors.csv,WP_343439078.1,WP_343439077.1,upstream,hypothetical protein
WP_395348367_neighbors.csv,WP_395348367.1,WP_395348369.1,downstream,ATP-binding protein
WP_265217876_neighbors.csv,WP_265217876.1,WP_265217875.1,upstream,P-loop NTPase fold protein
WP_265217876_neighbors.csv,WP_265217876.1,WP_409418700.1,upstream,P-loop NTPase fold protein
WP_249423630_neighbors.csv,WP_249423630.1,WP_243053487.1,downstream,hypothetical protein
WP_249423630_neighbors.csv,WP_249423630.1,WP_001559860.1,downstream,hypothetical protein
WP_245394176_neighbors.csv,WP_245394176.1,WP_245394175.1,upstream,hypothetical protein
WP_245394176_neighbors.csv,WP_245394176.1,WP_245394177.1,downstream,hypothetical protein
WP_201705510_neighbors.csv,WP_201705510.1,WP_338124896.1,downstream,hypothetical protein
WP_183984910_neighbors.csv,WP_183984910.1,WP_221364346.1,downstream,hypothetical protein
WP_227165824_neighbors.csv,WP_227165824.1,WP_227165825.1,downstream,hypothetical protein
WP_312216035_neighbors.csv,WP_312216035.1,WP_312216039.1,downstream,P-loop NTPase fold protein
WP_332424138_neighbors.csv,WP_332424138.1,WP_332424139.1,downstream,hypothetical protein
WP_117899108_neighbors.csv,WP_117899108.1,WP_220450673.1,upstream,hypothetical protein
WP_311205089_neighbors.csv,WP_311205089.1,WP_311205090.1,downstream,hypothetical protein
WP_251258109_neighbors.csv,WP_251258109.1,WP_251258108.1,downstream,hypothetical protein
WP_119225659_neighbors.csv,WP_119225659.1,WP_119225658.1,upstream,hypothetical protein
WP_250376678_neighbors.csv,WP_250376678.1,WP_236941985.1,upstream,hypothetical protein
WP_250376678_neighbors.csv,WP_250376678.1,WP_250376679.1,downstream,hypothetical protein
WP_162126401_neighbors.csv,WP_162126401.1,WP_394350920.1,downstream,hypothetical protein
WP_373859701_neighbors.csv,WP_373859701.1,WP_373859702.1,downstream,hypothetical protein
WP_136086445_neighbors.csv,WP_136086445.1,WP_136086446.1,downstream,P-loop NTPase fold protein
WP_231793536_neighbors.csv,WP_231793536.1,WP_249509501.1,downstream,pcar
WP_231793536_neighbors.csv,WP_231793536.1,WP_349665052.1,downstream,hypothetical protein
WP_231793536_neighbors.csv,WP_231793536.1,WP_249928821.1,downstream,hypothetical protein
WP_373256054_neighbors.csv,WP_373256054.1,WP_373255399.1,upstream,hypothetical protein
WP_375336885_neighbors.csv,WP_375336885.1,WP_255597447.1,upstream,hypothetical protein
WP_375336885_neighbors.csv,WP_375336885.1,WP_255597449.1,downstream,hypothetical protein
WP_243053487_neighbors.csv,WP_243053487.1,WP_249423630.1,downstream,hypothetical protein
WP_243053487_neighbors.csv,WP_243053487.1,WP_001559860.1,downstream,hypothetical protein
WP_243053487_neighbors.csv,WP_243053487.1,WP_243053488.1,downstream,hypothetical protein
WP_228299879_neighbors.csv,WP_228299879.1,WP_227515271.1,downstream,P-loop NTPase fold protein
WP_230577281_neighbors.csv,WP_230577281.1,WP_230577282.1,downstream,hypothetical protein
WP_324078736_neighbors.csv,WP_324078736.1,WP_324078735.1,upstream,hypothetical protein
WP_271423237_neighbors.csv,WP_271423237.1,WP_271423236.1,upstream,hypothetical protein
WP_232627596_neighbors.csv,WP_232627596.1,WP_232627595.1,downstream,DNA-binding protein
WP_370751178_neighbors.csv,WP_370751178.1,WP_370751179.1,downstream,hypothetical protein
WP_373129109_neighbors.csv,WP_373129109.1,WP_373129110.1,downstream,hypothetical protein
WP_110606501_neighbors.csv,WP_110606501.1,WP_110606500.1,downstream,hypothetical protein
WP_193759603_neighbors.csv,WP_193759603.1,WP_129902104.1,downstream,hypothetical protein
WP_302498321_neighbors.csv,WP_302498321.1,WP_302498320.1,downstream,hypothetical protein
WP_339649862_neighbors.csv,WP_339649862.1,WP_339649860.1,upstream,hypothetical protein
WP_369073307_neighbors.csv,WP_369073307.1,WP_124752488.1,downstream,hypothetical protein
WP_323169436_neighbors.csv,WP_323169436.1,WP_323169435.1,downstream,hypothetical protein
WP_342365430_neighbors.csv,WP_342365430.1,WP_244586515.1,downstream,pcar domain protein
WP_023113612_neighbors.csv,WP_023113612.1,WP_023113610.1,downstream,hypothetical protein
WP_197477850_neighbors.csv,WP_197477850.1,WP_197477851.1,downstream,hypothetical protein
WP_286216935_neighbors.csv,WP_286216935.1,WP_286216934.1,downstream,P-loop NTPase fold protein
WP_289693745_neighbors.csv,WP_289693745.1,WP_289693744.1,downstream,hypothetical protein
WP_174796453_neighbors.csv,WP_174796453.1,WP_174796454.1,downstream,hypothetical protein
WP_277388826_neighbors.csv,WP_277388826.1,WP_289942673.1,downstream,hypothetical protein
WP_347008657_neighbors.csv,WP_347008657.1,WP_347008656.1,downstream,hypothetical protein
WP_306248111_neighbors.csv,WP_306248111.1,WP_306248109.1,downstream,hypothetical protein
WP_307219908_neighbors.csv,WP_307219908.1,WP_307219905.1,downstream,hypothetical protein
WP_161808379_neighbors.csv,WP_161808379.1,WP_152984852.1,downstream,hypothetical protein
WP_341536481_neighbors.csv,WP_341536481.1,WP_279475432.1,upstream,hypothetical protein
WP_341536481_neighbors.csv,WP_341536481.1,WP_341536464.1,downstream,hypothetical protein
WP_409231151_neighbors.csv,WP_409231151.1,WP_265496313.1,upstream,hypothetical protein
WP_409231151_neighbors.csv,WP_409231151.1,WP_265496319.1,downstream,hypothetical protein
WP_153986411_neighbors.csv,WP_153986411.1,WP_153986412.1,downstream,hypothetical protein
WP_225392419_neighbors.csv,WP_225392419.1,WP_225392418.1,downstream,hypothetical protein
WP_323807818_neighbors.csv,WP_323807818.1,WP_228712064.1,upstream,hypothetical protein
WP_323807818_neighbors.csv,WP_323807818.1,WP_228712786.1,upstream,hypothetical protein
WP_253269421_neighbors.csv,WP_253269421.1,WP_228380910.1,downstream,hypothetical protein
WP_260440236_neighbors.csv,WP_260440236.1,WP_260440237.1,downstream,hypothetical protein
WP_323848557_neighbors.csv,WP_323848557.1,WP_228723001.1,downstream,hypothetical protein
WP_228710024_neighbors.csv,WP_228710024.1,WP_228710025.1,downstream,P-loop NTPase fold protein
WP_163455008_neighbors.csv,WP_163455008.1,WP_163455010.1,downstream,P-loop NTPase fold protein
WP_150289548_neighbors.csv,WP_150289548.1,WP_150289547.1,upstream,hypothetical protein
WP_228710994_neighbors.csv,WP_228710994.1,WP_228710992.1,upstream,hypothetical protein
WP_228710994_neighbors.csv,WP_228710994.1,WP_228710995.1,downstream,hypothetical protein
WP_228136782_neighbors.csv,WP_228136782.1,WP_228136781.1,downstream,hypothetical protein
WP_227549693_neighbors.csv,WP_227549693.1,WP_227549694.1,downstream,DNA-binding protein
WP_227549693_neighbors.csv,WP_227549693.1,WP_257965518.1,upstream,hypothetical protein
WP_311752782_neighbors.csv,WP_311752782.1,WP_311752783.1,downstream,hypothetical protein
WP_274122695_neighbors.csv,WP_274122695.1,WP_274122697.1,downstream,hypothetical protein
WP_144825112_neighbors.csv,WP_144825112.1,WP_144825113.1,downstream,hypothetical protein
WP_322339625_neighbors.csv,WP_322339625.1,WP_322339629.1,downstream,ATP-binding protein
WP_244468236_neighbors.csv,WP_244468236.1,WP_348271945.1,downstream,hypothetical protein
WP_197215434_neighbors.csv,WP_197215434.1,WP_197215433.1,downstream,P-loop NTPase fold protein
WP_191554877_neighbors.csv,WP_191554877.1,WP_191554876.1,upstream,ATP-binding protein
WP_277848468_neighbors.csv,WP_277848468.1,WP_277848467.1,upstream,hypothetical protein
WP_277848468_neighbors.csv,WP_277848468.1,WP_338405901.1,downstream,hypothetical protein
WP_353177926_neighbors.csv,WP_353177926.1,WP_353177924.1,upstream,P-loop NTPase fold protein
WP_348580157_neighbors.csv,WP_348580157.1,WP_348580155.1,downstream,hypothetical protein
WP_005845920_neighbors.csv,WP_005845920.1,WP_005845918.1,upstream,hypothetical protein
WP_367062474_neighbors.csv,WP_367062474.1,WP_367062471.1,downstream,P-loop NTPase fold protein
WP_228712786_neighbors.csv,WP_228712786.1,WP_228712064.1,upstream,hypothetical protein
WP_228712786_neighbors.csv,WP_228712786.1,WP_323807818.1,downstream,hypothetical protein
WP_311040698_neighbors.csv,WP_311040698.1,WP_409071510.1,upstream,hypothetical protein
WP_077857007_neighbors.csv,WP_077857007.1,WP_077856668.1,downstream,hypothetical protein
WP_099571229_neighbors.csv,WP_099571229.1,WP_099571230.1,downstream,hypothetical protein
WP_307444934_neighbors.csv,WP_307444934.1,WP_307444932.1,downstream,hypothetical protein
WP_034965613_neighbors.csv,WP_034965613.1,WP_034965611.1,upstream,hypothetical protein
WP_407906406_neighbors.csv,WP_407906406.1,WP_407906407.1,downstream,hypothetical protein
WP_407906406_neighbors.csv,WP_407906406.1,WP_407911061.1,downstream,hypothetical protein
WP_250394539_neighbors.csv,WP_250394539.1,WP_250394540.1,downstream,hypothetical protein
WP_228477420_neighbors.csv,WP_228477420.1,WP_228477421.1,downstream,hypothetical protein
WP_332606490_neighbors.csv,WP_332606490.1,WP_332606489.1,downstream,hypothetical protein
WP_193547011_neighbors.csv,WP_193547011.1,WP_193547010.1,upstream,hypothetical protein
WP_141879660_neighbors.csv,WP_141879660.1,WP_221625353.1,upstream,P-loop NTPase fold protein
WP_227549694_neighbors.csv,WP_227549694.1,WP_227549693.1,upstream,hypothetical protein
WP_169057872_neighbors.csv,WP_169057872.1,WP_169057873.1,downstream,P-loop NTPase fold protein
WP_277887711_neighbors.csv,WP_277887711.1,WP_097426659.1,upstream,hypothetical protein
WP_208373678_neighbors.csv,WP_208373678.1,WP_208373680.1,downstream,hypothetical protein
WP_323169435_neighbors.csv,WP_323169435.1,WP_323169436.1,downstream,hypothetical protein
WP_248076626_neighbors.csv,WP_248076626.1,WP_248076628.1,downstream,hypothetical protein
WP_153986412_neighbors.csv,WP_153986412.1,WP_153986411.1,upstream,hypothetical protein
WP_232536208_neighbors.csv,WP_232536208.1,WP_232536210.1,downstream,hypothetical protein
WP_197215433_neighbors.csv,WP_197215433.1,WP_197215434.1,downstream,hypothetical protein
WP_262361641_neighbors.csv,WP_262361641.1,WP_227538379.1,downstream,P-loop NTPase fold protein
WP_185428258_neighbors.csv,WP_185428258.1,WP_185428257.1,upstream,hypothetical protein
WP_309414149_neighbors.csv,WP_309414149.1,WP_309414150.1,downstream,hypothetical protein
WP_228709038_neighbors.csv,WP_228709038.1,WP_228709039.1,downstream,hypothetical protein
WP_333954075_neighbors.csv,WP_333954075.1,WP_407251037.1,downstream,P-loop NTPase fold protein
WP_331245229_neighbors.csv,WP_331245229.1,WP_331245227.1,downstream,hypothetical protein
WP_197971560_neighbors.csv,WP_197971560.1,WP_407706989.1,upstream,hypothetical protein
WP_222952439_neighbors.csv,WP_222952439.1,WP_222952436.1,upstream,hypothetical protein
WP_222952439_neighbors.csv,WP_222952439.1,WP_222952440.1,downstream,hypothetical protein
WP_228136781_neighbors.csv,WP_228136781.1,WP_228136782.1,downstream,pcar
WP_405498885_neighbors.csv,WP_405498885.1,WP_331722856.1,upstream,hypothetical protein
WP_152607488_neighbors.csv,WP_152607488.1,WP_052133217.1,downstream,hypothetical protein
WP_258962585_neighbors.csv,WP_258962585.1,WP_258962584.1,upstream,hypothetical protein
WP_369098562_neighbors.csv,WP_369098562.1,WP_369098563.1,downstream,hypothetical protein
WP_248037533_neighbors.csv,WP_248037533.1,WP_228380910.1,downstream,hypothetical protein
WP_191918211_neighbors.csv,WP_191918211.1,WP_191918210.1,downstream,hypothetical protein
WP_174796454_neighbors.csv,WP_174796454.1,WP_174796453.1,upstream,hypothetical protein
WP_320769107_neighbors.csv,WP_320769107.1,WP_320769106.1,upstream,hypothetical protein
WP_374221955_neighbors.csv,WP_374221955.1,WP_259272204.1,downstream,hypothetical protein
WP_285230770_neighbors.csv,WP_285230770.1,WP_023435521.1,downstream,hypothetical protein
WP_228714481_neighbors.csv,WP_228714481.1,WP_228714479.1,upstream,hypothetical protein
WP_291631742_neighbors.csv,WP_291631742.1,WP_367244421.1,downstream,hypothetical protein
WP_237113178_neighbors.csv,WP_237113178.1,WP_237113177.1,upstream,hypothetical protein
WP_339484391_neighbors.csv,WP_339484391.1,WP_339484389.1,upstream,hypothetical protein
WP_243045640_neighbors.csv,WP_243045640.1,WP_243045638.1,downstream,hypothetical protein
WP_246863463_neighbors.csv,WP_246863463.1,WP_274431392.1,upstream,hypothetical protein
WP_346802863_neighbors.csv,WP_346802863.1,WP_346802862.1,downstream,DNA-binding protein
WP_332416411_neighbors.csv,WP_332416411.1,WP_332416413.1,downstream,hypothetical protein
WP_319567963_neighbors.csv,WP_319567963.1,WP_319567961.1,upstream,ATP-binding protein
WP_245394175_neighbors.csv,WP_245394175.1,WP_245394176.1,downstream,hypothetical protein
WP_245394175_neighbors.csv,WP_245394175.1,WP_245394177.1,downstream,hypothetical protein
WP_228709504_neighbors.csv,WP_228709504.1,WP_124040463.1,upstream,hypothetical protein
WP_265217875_neighbors.csv,WP_265217875.1,WP_265217876.1,downstream,hypothetical protein
WP_221625353_neighbors.csv,WP_221625353.1,WP_141879660.1,downstream,hypothetical protein
WP_239647199_neighbors.csv,WP_239647199.1,WP_239647200.1,downstream,hypothetical protein
WP_161602056_neighbors.csv,WP_161602056.1,WP_008845291.1,downstream,hypothetical protein
WP_089014503_neighbors.csv,WP_089014503.1,WP_089014502.1,upstream,P-loop NTPase fold protein
WP_080022187_neighbors.csv,WP_080022187.1,WP_080022188.1,downstream,hypothetical protein
WP_016323765_neighbors.csv,WP_016323765.1,WP_155979077.1,downstream,hypothetical protein
WP_016323765_neighbors.csv,WP_016323765.1,WP_016323767.1,downstream,hypothetical protein
WP_235284815_neighbors.csv,WP_235284815.1,WP_235284814.1,downstream,hypothetical protein
WP_373859702_neighbors.csv,WP_373859702.1,WP_373859701.1,upstream,hypothetical protein
WP_353395123_neighbors.csv,WP_353395123.1,WP_353395125.1,downstream,hypothetical protein
WP_251361773_neighbors.csv,WP_251361773.1,WP_251361772.1,upstream,hypothetical protein
WP_251361773_neighbors.csv,WP_251361773.1,WP_251361775.1,downstream,hypothetical protein
WP_409246990_neighbors.csv,WP_409246990.1,WP_409246987.1,upstream,hypothetical protein
WP_228712065_neighbors.csv,WP_228712065.1,WP_228712064.1,upstream,hypothetical protein
WP_247146909_neighbors.csv,WP_247146909.1,WP_231210559.1,downstream,hypothetical protein
WP_247146909_neighbors.csv,WP_247146909.1,WP_277446040.1,downstream,hypothetical protein
WP_400840538_neighbors.csv,WP_400840538.1,WP_400840539.1,downstream,hypothetical protein
WP_150049777_neighbors.csv,WP_150049777.1,WP_150049779.1,downstream,hypothetical protein
WP_368074177_neighbors.csv,WP_368074177.1,WP_158837519.1,downstream,P-loop NTPase fold protein
WP_407259124_neighbors.csv,WP_407259124.1,WP_407259533.1,downstream,hypothetical protein
WP_407259124_neighbors.csv,WP_407259124.1,WP_407259125.1,downstream,hypothetical protein
WP_409246987_neighbors.csv,WP_409246987.1,WP_409247599.1,downstream,hypothetical protein
WP_409246987_neighbors.csv,WP_409246987.1,WP_409246990.1,downstream,hypothetical protein
WP_133092127_neighbors.csv,WP_133092127.1,WP_133092126.1,upstream,ATP-binding protein
WP_133092127_neighbors.csv,WP_133092127.1,WP_094601533.1,upstream,hypothetical protein
WP_241223930_neighbors.csv,WP_241223930.1,WP_241223931.1,downstream,hypothetical protein
WP_250115250_neighbors.csv,WP_250115250.1,WP_250115251.1,downstream,hypothetical protein
WP_250115250_neighbors.csv,WP_250115250.1,WP_250115252.1,downstream,hypothetical protein
WP_006086306_neighbors.csv,WP_006086306.1,WP_006086307.1,downstream,hypothetical protein
WP_324826158_neighbors.csv,WP_324826158.1,WP_277839544.1,downstream,hypothetical protein
WP_344069308_neighbors.csv,WP_344069308.1,WP_344069305.1,upstream,hypothetical protein
WP_232627595_neighbors.csv,WP_232627595.1,WP_232627596.1,downstream,hypothetical protein
WP_228723001_neighbors.csv,WP_228723001.1,WP_323848557.1,downstream,DNA-binding protein
WP_324078735_neighbors.csv,WP_324078735.1,WP_324078736.1,downstream,hypothetical protein
WP_129902104_neighbors.csv,WP_129902104.1,WP_193759603.1,upstream,hypothetical protein
WP_274720578_neighbors.csv,WP_274720578.1,WP_274720579.1,downstream,hypothetical protein
WP_369119139_neighbors.csv,WP_369119139.1,WP_369119140.1,downstream,hypothetical protein
WP_230577282_neighbors.csv,WP_230577282.1,WP_230577281.1,upstream,hypothetical protein
WP_124752488_neighbors.csv,WP_124752488.1,WP_369073307.1,downstream,hypothetical protein
WP_229037069_neighbors.csv,WP_229037069.1,WP_324249590.1,downstream,hypothetical protein
WP_378003247_neighbors.csv,WP_378003247.1,WP_378003246.1,upstream,ATP-binding protein
WP_136086446_neighbors.csv,WP_136086446.1,WP_136086445.1,upstream,hypothetical protein
WP_255212044_neighbors.csv,WP_255212044.1,WP_255212045.1,downstream,hypothetical protein
WP_050747990_neighbors.csv,WP_050747990.1,WP_050747991.1,downstream,hypothetical protein
WP_144065936_neighbors.csv,WP_144065936.1,WP_088660282.1,downstream,hypothetical protein
WP_270788739_neighbors.csv,WP_270788739.1,WP_270788738.1,upstream,P-loop NTPase fold protein
WP_387482277_neighbors.csv,WP_387482277.1,WP_387482279.1,downstream,hypothetical protein
WP_252514362_neighbors.csv,WP_252514362.1,WP_409071510.1,upstream,hypothetical protein
WP_252514362_neighbors.csv,WP_252514362.1,WP_252514363.1,downstream,hypothetical protein
WP_309998799_neighbors.csv,WP_309998799.1,WP_309998798.1,upstream,P-loop NTPase fold protein
WP_240733372_neighbors.csv,WP_240733372.1,WP_240733373.1,downstream,hypothetical protein
WP_004384058_neighbors.csv,WP_004384058.1,WP_004384056.1,upstream,hypothetical protein
WP_228380909_neighbors.csv,WP_228380909.1,WP_228380910.1,downstream,hypothetical protein
WP_308525842_neighbors.csv,WP_308525842.1,WP_308525843.1,downstream,hypothetical protein
WP_302280788_neighbors.csv,WP_302280788.1,WP_302280787.1,upstream,hypothetical protein
WP_167803806_neighbors.csv,WP_167803806.1,WP_167803807.1,downstream,hypothetical protein
WP_270545755_neighbors.csv,WP_270545755.1,WP_270545754.1,upstream,hypothetical protein
WP_226339348_neighbors.csv,WP_226339348.1,WP_180814337.1,downstream,hypothetical protein
WP_348625836_neighbors.csv,WP_348625836.1,WP_050592433.1,downstream,hypothetical protein
WP_394656945_neighbors.csv,WP_394656945.1,WP_394656946.1,downstream,hypothetical protein
WP_250668008_neighbors.csv,WP_250668008.1,WP_250668010.1,upstream,hypothetical protein
WP_250668008_neighbors.csv,WP_250668008.1,WP_236941985.1,upstream,hypothetical protein
WP_332679052_neighbors.csv,WP_332679052.1,WP_332679047.1,upstream,hypothetical protein
WP_332679052_neighbors.csv,WP_332679052.1,WP_332679050.1,upstream,hypothetical protein
WP_397006105_neighbors.csv,WP_397006105.1,WP_397006107.1,downstream,hypothetical protein
WP_020447906_neighbors.csv,WP_020447906.1,WP_208396053.1,downstream,hypothetical protein
WP_227013147_neighbors.csv,WP_227013147.1,WP_227013145.1,upstream,hypothetical protein
WP_407045607_neighbors.csv,WP_407045607.1,WP_187128150.1,downstream,hypothetical protein
WP_265003197_neighbors.csv,WP_265003197.1,WP_265003198.1,downstream,hypothetical protein
WP_147788643_neighbors.csv,WP_147788643.1,WP_147788642.1,upstream,hypothetical protein
WP_290942965_neighbors.csv,WP_290942965.1,WP_290942967.1,downstream,hypothetical protein
WP_150049779_neighbors.csv,WP_150049779.1,WP_150049777.1,upstream,hypothetical protein
WP_167769315_neighbors.csv,WP_167769315.1,WP_134658159.1,upstream,hypothetical protein
WP_378235514_neighbors.csv,WP_378235514.1,WP_378235515.1,downstream,hypothetical protein
WP_378235514_neighbors.csv,WP_378235514.1,WP_378235516.1,downstream,hypothetical protein
WP_282491086_neighbors.csv,WP_282491086.1,WP_218816138.1,upstream,hypothetical protein
WP_333519608_neighbors.csv,WP_333519608.1,WP_270462657.1,downstream,hypothetical protein
WP_008845291_neighbors.csv,WP_008845291.1,WP_161602056.1,downstream,hypothetical protein
WP_225370230_neighbors.csv,WP_225370230.1,WP_225370227.1,upstream,hypothetical protein
WP_225370230_neighbors.csv,WP_225370230.1,WP_225370228.1,upstream,hypothetical protein
WP_208396053_neighbors.csv,WP_208396053.1,WP_020447906.1,upstream,hypothetical protein
WP_244586515_neighbors.csv,WP_244586515.1,WP_342365430.1,downstream,pcar
WP_102574334_neighbors.csv,WP_102574334.1,WP_102574333.1,downstream,hypothetical protein
WP_089663730_neighbors.csv,WP_089663730.1,WP_089663732.1,downstream,hypothetical protein
WP_225370227_neighbors.csv,WP_225370227.1,WP_225370228.1,downstream,hypothetical protein
WP_225370227_neighbors.csv,WP_225370227.1,WP_225370230.1,downstream,hypothetical protein
WP_290924103_neighbors.csv,WP_290924103.1,WP_290924101.1,upstream,hypothetical protein
WP_316364038_neighbors.csv,WP_316364038.1,WP_316364037.1,upstream,hypothetical protein
WP_220450673_neighbors.csv,WP_220450673.1,WP_117899108.1,downstream,hypothetical protein
WP_407218356_neighbors.csv,WP_407218356.1,WP_407218355.1,upstream,hypothetical protein
WP_387482279_neighbors.csv,WP_387482279.1,WP_387482277.1,downstream,hypothetical protein
WP_228380910_neighbors.csv,WP_228380910.1,WP_248037533.1,downstream,hypothetical protein
WP_228380910_neighbors.csv,WP_228380910.1,WP_228380909.1,downstream,hypothetical protein
WP_228380910_neighbors.csv,WP_228380910.1,WP_253269421.1,downstream,hypothetical protein
WP_191077686_neighbors.csv,WP_191077686.1,WP_191077687.1,downstream,hypothetical protein
WP_004384056_neighbors.csv,WP_004384056.1,WP_004384058.1,downstream,hypothetical protein
WP_199961118_neighbors.csv,WP_199961118.1,WP_199961117.1,upstream,hypothetical protein
WP_338124896_neighbors.csv,WP_338124896.1,WP_201705510.1,upstream,hypothetical protein
WP_026764596_neighbors.csv,WP_026764596.1,WP_026764597.1,downstream,hypothetical protein
WP_367144217_neighbors.csv,WP_367144217.1,WP_367144218.1,downstream,pcar
WP_023702786_neighbors.csv,WP_023702786.1,WP_023702787.1,downstream,DNA-binding protein
WP_332606489_neighbors.csv,WP_332606489.1,WP_332606490.1,downstream,hypothetical protein
WP_232948343_neighbors.csv,WP_232948343.1,WP_232948344.1,downstream,hypothetical protein
WP_165415155_neighbors.csv,WP_165415155.1,WP_165415156.1,upstream,hypothetical protein
