ClusterID,Proteins
Cluster_340,"WP_227043863.1, WP_278663445.1, WP_412214210.1, WP_412214211.1"
Cluster_341,"WP_156783769.1, WP_186472341.1, WP_186583825.1, WP_186596031.1"
Cluster_342,"WP_029528619.1, WP_072347119.1, WP_316882987.1, WP_337137673.1"
Cluster_343,"WP_000893255.1, WP_000893262.1, WP_000893266.1, WP_000893278.1"
Cluster_344,"WP_142588944.1, WP_221960834.1, WP_222023727.1, WP_313606792.1"
Cluster_345,"WP_113771270.1, WP_126329479.1, WP_224378686.1, WP_407798410.1"
Cluster_346,"WP_001610846.1, WP_023279391.1, WP_023302415.1, WP_275221707.1"
Cluster_347,"WP_307741066.1, WP_412249780.1, WP_418841987.1, WP_418848434.1"
Cluster_348,"WP_145242848.1, WP_182195182.1, WP_289169992.1, WP_309038208.1"
Cluster_349,"WP_047688933.1, WP_109242585.1, WP_186478407.1, WP_320520466.1"
Cluster_350,"WP_003721303.1, WP_167620283.1, WP_185390672.1, WP_242222161.1"
Cluster_351,"WP_070225663.1, WP_140329109.1, WP_219585116.1, WP_395230375.1"
Cluster_352,"WP_088065458.1, WP_097814183.1, WP_098204331.1, WP_427218124.1"
Cluster_353,"WP_068443976.1, WP_109393719.1, WP_225575352.1, WP_387401598.1"
Cluster_354,"WP_081013932.1, WP_122709930.1, WP_138737542.1, WP_256381927.1"
Cluster_355,"WP_157279971.1, WP_181174018.1, WP_196815059.1, WP_352611454.1"
Cluster_356,"WP_017057489.1, WP_102317696.1, WP_136997832.1, WP_304564158.1"
Cluster_357,"WP_003234067.1, WP_010333214.1, WP_265627744.1, WP_268296534.1"
Cluster_358,"WP_036415616.1, WP_144139654.1, WP_223302425.1, WP_287468518.1"
Cluster_359,"WP_032952926.1, WP_151851259.1, WP_287710786.1, WP_370867226.1"
Cluster_360,"WP_007850235.1, WP_071601511.1, WP_072186414.1, WP_074154753.1"
Cluster_361,"WP_000334188.1, WP_021510238.1, WP_031983182.1, WP_275290192.1"
Cluster_362,"WP_014490379.1, WP_035708206.1, WP_194405642.1, WP_211386162.1"
Cluster_363,"WP_000616844.1, WP_005131147.1, WP_079281122.1, WP_079769535.1"
Cluster_364,"WP_008335637.1, WP_080458311.1, WP_274560672.1, WP_339404795.1"
Cluster_365,"WP_023435643.1, WP_071535374.1, WP_285230766.1, WP_285230767.1"
Cluster_366,"WP_008806802.1, WP_032740348.1, WP_348797699.1, WP_374748113.1"
Cluster_367,"WP_142448069.1, WP_155024530.1, WP_290094414.1, WP_312926202.1"
Cluster_368,"WP_023831008.1, WP_027033472.1, WP_140876624.1, WP_352611456.1"
Cluster_369,"WP_043039446.1, WP_226003789.1, WP_336372875.1, WP_342447906.1"
Cluster_370,"WP_123850226.1, WP_123895711.1, WP_145956359.1, WP_212232360.1"
Cluster_371,"WP_037406686.1, WP_174827683.1, WP_239392843.1, WP_420895168.1"
Cluster_372,"WP_021510241.1, WP_031983188.1, WP_032048042.1, WP_343316419.1"
Cluster_373,"WP_079534419.1, WP_160468852.1, WP_167603745.1, WP_243683349.1"
Cluster_374,"WP_218731549.1, WP_261973807.1, WP_373941041.1, WP_373941043.1"
Cluster_375,"WP_020904096.1, WP_110177008.1, WP_129146599.1, WP_394293823.1"
Cluster_376,"WP_133119788.1, WP_166507214.1, WP_172720911.1, WP_205964883.1"
Cluster_377,"WP_080350976.1, WP_225614602.1, WP_240516136.1, WP_420898902.1"
Cluster_378,"WP_115780142.1, WP_124455059.1, WP_175981916.1, WP_211708883.1"
Cluster_379,"WP_198580767.1, WP_198580768.1, WP_214250356.1, WP_235180778.1"
Cluster_380,"WP_095427763.1, WP_101705094.1, WP_219349492.1, WP_394945057.1"
Cluster_381,"WP_059687513.1, WP_089443349.1, WP_124613846.1, WP_175909190.1"
Cluster_382,"WP_000651083.1, WP_007666384.1, WP_108454229.1, WP_233368112.1"
Cluster_383,"WP_000380468.1, WP_000380470.1, WP_017399304.1, WP_375591453.1"
Cluster_384,"WP_026749760.1, WP_097653086.1, WP_185321093.1, WP_311177628.1"
Cluster_385,"WP_048797683.1, WP_080624741.1, WP_144421348.1, WP_207978780.1"
Cluster_386,"WP_013856833.1, WP_088717989.1, WP_236616510.1, WP_236616511.1"
Cluster_387,"WP_031983189.1, WP_227521664.1, WP_371864264.1, WP_372535374.1"
Cluster_388,"WP_081332319.1, WP_089443352.1, WP_175909186.1, WP_198108041.1"
Cluster_389,"WP_016847850.1, WP_028340785.1, WP_172646091.1, WP_253593495.1"
Cluster_390,"WP_003257466.1, WP_019439071.1, WP_201203343.1, WP_416736321.1"
Cluster_391,"WP_160209858.1, WP_162222045.1, WP_290882344.1, WP_303900745.1"
Cluster_392,"WP_209521979.1, WP_322871265.1, WP_359518236.1, WP_381151542.1"
Cluster_393,"WP_005303068.1, WP_124243595.1, WP_187590421.1, WP_324012193.1"
Cluster_394,"WP_109296502.1, WP_385450184.1, WP_397748947.1, WP_401394154.1"
Cluster_395,"WP_134257474.1, WP_176042947.1, WP_226238208.1, WP_241302715.1"
Cluster_396,"WP_029171412.1, WP_105120617.1, WP_205013732.1, WP_277291521.1"
Cluster_397,"WP_046577919.1, WP_124076888.1, WP_186164474.1, WP_186268501.1"
Cluster_398,"WP_005315336.1, WP_017781381.1, WP_042863789.1, WP_408824984.1"
Cluster_399,"WP_133115897.1, WP_204353536.1, WP_209641562.1, WP_239496864.1"
Cluster_400,"WP_033906261.1, WP_140320685.1, WP_225505034.1, WP_323243656.1"
Cluster_401,"WP_226923653.1, WP_226928375.1, WP_257592100.1, WP_270575627.1"
Cluster_402,"WP_008335638.1, WP_080458312.1, WP_274560670.1, WP_339404796.1"
Cluster_403,"WP_103289712.1, WP_122390076.1, WP_169839380.1, WP_201018180.1"
Cluster_404,"WP_008335621.1, WP_080458305.1, WP_207020756.1, WP_339404789.1"
Cluster_405,"WP_072049692.1, WP_198886721.1, WP_246893670.1, WP_259386862.1"
Cluster_406,"WP_139964610.1, WP_163361743.1, WP_290094410.1, WP_410390086.1"
Cluster_407,"WP_120057002.1, WP_133304879.1, WP_227031484.1, WP_294145086.1"
Cluster_408,"WP_103360321.1, WP_122218332.1, WP_221035662.1, WP_277249361.1"
Cluster_409,"WP_111849666.1, WP_252357945.1, WP_279979457.1, WP_353716983.1"
Cluster_410,"WP_100090096.1, WP_239362727.1, WP_239423179.1, WP_287950198.1"
Cluster_411,"WP_108517015.1, WP_197952725.1, WP_291614796.1, WP_404548070.1"
Cluster_412,"WP_028737719.1, WP_174000211.1, WP_222011449.1, WP_236736261.1"
Cluster_413,"WP_174827680.1, WP_239362736.1, WP_287956056.1, WP_287957520.1"
Cluster_414,"WP_223569835.1, WP_226439317.1, WP_286837345.1, WP_330212083.1"
Cluster_415,"WP_059661059.1, WP_059771794.1, WP_373374316.1, WP_373382905.1"
Cluster_416,"WP_038667623.1, WP_180788624.1, WP_263059203.1, WP_400361151.1"
Cluster_417,"WP_102619095.1, WP_137008830.1, WP_212571199.1, WP_217699440.1"
Cluster_418,"WP_060363135.1, WP_175781028.1, WP_244115160.1, WP_256722652.1"
Cluster_419,"WP_041210177.1, WP_042864391.1, WP_199416432.1, WP_290021809.1"
Cluster_420,"WP_045616536.1, WP_062729620.1, WP_251255949.1, WP_275257222.1"
Cluster_421,"WP_124989630.1, WP_139209476.1, WP_143487498.1, WP_316882993.1"
Cluster_422,"WP_098714332.1, WP_141546458.1, WP_224992131.1, WP_273637483.1"
Cluster_423,"WP_115780140.1, WP_124455055.1, WP_175981912.1, WP_211708885.1"
Cluster_424,"WP_059661158.1, WP_059717107.1, WP_059960007.1, WP_060228462.1"
Cluster_425,"WP_088065464.1, WP_088345115.1, WP_098204337.1, WP_217992388.1"
Cluster_426,"WP_035997175.1, WP_057028318.1, WP_249795350.1, WP_370158039.1"
Cluster_427,"WP_015386673.1, WP_105596990.1, WP_161586119.1, WP_312616012.1"
Cluster_428,"WP_079379829.1, WP_160330069.1, WP_186478405.1, WP_263939876.1"
Cluster_429,"WP_029528615.1, WP_072347116.1, WP_143487497.1, WP_316882995.1"
Cluster_430,"WP_106984480.1, WP_121532747.1, WP_180076721.1, WP_180134750.1"
Cluster_431,"WP_004281406.1, WP_005095131.1, WP_031953507.1, WP_308957095.1"
Cluster_432,"WP_013715603.1, WP_061239408.1, WP_236214157.1, WP_426383070.1"
Cluster_433,"WP_004883347.1, WP_256351872.1, WP_256571352.1, WP_256677126.1"
Cluster_434,"WP_224588724.1, WP_228394520.1, WP_235360718.1, WP_255210055.1"
Cluster_435,"WP_025038340.1, WP_083235164.1, WP_229182682.1, WP_247821897.1"
Cluster_436,"WP_128287309.1, WP_130654260.1, WP_156612848.1, WP_174010478.1"
Cluster_437,"WP_123081235.1, WP_355796415.1, WP_388007190.1, WP_392941090.1"
Cluster_438,"WP_088869808.1, WP_139474234.1, WP_247822362.1, WP_323891012.1"
Cluster_439,"WP_228932407.1, WP_270816689.1, WP_285160113.1, WP_368462364.1"
Cluster_440,"WP_013214000.1, WP_103219482.1, WP_117039010.1, WP_425267850.1"
Cluster_441,"WP_303791152.1, WP_303841492.1, WP_303900741.1, WP_369888094.1"
Cluster_442,"WP_223569837.1, WP_226439315.1, WP_286837349.1, WP_330212085.1"
Cluster_443,"WP_003245399.1, WP_024716274.1, WP_046160331.1, WP_121591733.1"
Cluster_444,"WP_005008516.1, WP_005008518.1, WP_187291927.1, WP_237100634.1"
Cluster_445,"WP_003091973.1, WP_003113893.1, WP_023128679.1, WP_058169213.1"
Cluster_446,"WP_166444756.1, WP_197803531.1, WP_220788595.1, WP_234529051.1"
Cluster_447,"WP_150298036.1, WP_170050539.1, WP_274978843.1, WP_316144972.1"
Cluster_448,"WP_008694286.1, WP_029493443.1, WP_060496445.1, WP_147382724.1"
Cluster_449,"WP_017400771.1, WP_034675164.1, WP_372410093.1, WP_372410095.1"
Cluster_450,"WP_048953247.1, WP_065236504.1, WP_140527929.1, WP_285268150.1"
Cluster_451,"WP_035196186.1, WP_081847233.1, WP_233276154.1, WP_326151846.1"
Cluster_452,"WP_088869809.1, WP_106842512.1, WP_162517745.1, WP_247822361.1"
Cluster_453,"WP_038005277.1, WP_186472340.1, WP_186583824.1, WP_186596030.1"
Cluster_454,"WP_088869810.1, WP_139474233.1, WP_216955061.1, WP_247822360.1"
Cluster_455,"WP_057724481.1, WP_101283324.1, WP_123449905.1, WP_218438114.1"
Cluster_456,"WP_120151009.1, WP_306124957.1, WP_307379347.1, WP_414161276.1"
Cluster_457,"WP_028340783.1, WP_245288717.1, WP_404562575.1, WP_404562576.1"
Cluster_458,"WP_122985932.1, WP_162753446.1, WP_279272248.1, WP_423244736.1"
Cluster_459,"WP_033678242.1, WP_060805266.1, WP_125416617.1, WP_223327081.1"
Cluster_460,"WP_131706133.1, WP_245503719.1, WP_246647354.1, WP_246724574.1"
Cluster_461,"WP_005426796.1, WP_055055512.1, WP_118044936.1, WP_144368447.1"
Cluster_462,"WP_153575006.1, WP_274978844.1, WP_313665953.1, WP_316144973.1"
Cluster_463,"WP_098297816.1, WP_176519930.1, WP_350494417.1, WP_408613492.1"
Cluster_464,"WP_108517017.1, WP_197952724.1, WP_291614798.1, WP_404548068.1"
Cluster_465,"WP_032897321.1, WP_032925939.1, WP_140876629.1, WP_352813106.1"
Cluster_466,"WP_006874592.1, WP_055246195.1, WP_087302587.1, WP_302776261.1"
Cluster_467,"WP_160209860.1, WP_162222047.1, WP_290882339.1, WP_303791151.1"
Cluster_468,"WP_015344941.1, WP_048982151.1, WP_087744855.1, WP_094955609.1"
Cluster_469,"WP_306299433.1, WP_382953097.1, WP_388642117.1, WP_403683692.1"
Cluster_470,"WP_227741862.1, WP_239667118.1, WP_341458092.1, WP_367882932.1"
Cluster_471,"WP_227013032.1, WP_229235905.1, WP_255412283.1, WP_316505697.1"
Cluster_472,"WP_118045583.1, WP_182279502.1, WP_186290913.1, WP_242858974.1"
Cluster_473,"WP_255344022.1, WP_262975633.1, WP_266094695.1, WP_289846784.1"
Cluster_474,"WP_020904089.1, WP_042523180.1, WP_110177000.1, WP_158130469.1"
Cluster_475,"WP_001792141.1, WP_001796353.1, WP_016170732.1, WP_283580930.1"
Cluster_476,"WP_166444754.1, WP_197803527.1, WP_220788593.1, WP_234529053.1"
Cluster_477,"WP_016981009.1, WP_257108843.1, WP_368984444.1, WP_401273921.1"
Cluster_478,"WP_000027319.1, WP_139380009.1, WP_341086573.1, WP_410989787.1"
Cluster_479,"WP_151047663.1, WP_164575081.1, WP_210190086.1, WP_404506323.1"
Cluster_480,"WP_005382298.1, WP_005479028.1, WP_020904098.1, WP_031780514.1"
Cluster_481,"WP_195325422.1, WP_196058107.1, WP_257592043.1, WP_289027613.1"
Cluster_482,"WP_005875419.1, WP_021661983.1, WP_021663581.1, WP_023847576.1"
Cluster_483,"WP_014600555.1, WP_054314219.1, WP_070244150.1, WP_120138280.1"
Cluster_484,"WP_003335629.1, WP_022586414.1, WP_407670190.1, WP_407670191.1"
Cluster_485,"WP_133304880.1, WP_150825029.1, WP_227031486.1, WP_294145093.1"
Cluster_486,"WP_077082739.1, WP_179857663.1, WP_281123433.1, WP_304291199.1"
Cluster_487,"WP_078231744.1, WP_137008828.1, WP_212571197.1, WP_392442810.1"
Cluster_488,"WP_088717869.1, WP_233438092.1, WP_253264923.1, WP_253264924.1"
Cluster_489,"WP_172587265.1, WP_248991901.1, WP_261762450.1, WP_342210146.1"
Cluster_490,"WP_004584037.1, WP_012457558.1, WP_013815592.1, WP_088492415.1"
Cluster_491,"WP_013087269.1, WP_181216581.1, WP_248199596.1, WP_392408719.1"
Cluster_492,"WP_283293637.1, WP_283294698.1, WP_283318025.1, WP_283318502.1"
Cluster_493,"WP_032952914.1, WP_169721126.1, WP_172685081.1, WP_227204388.1"
Cluster_494,"WP_080458306.1, WP_200813253.1, WP_246870461.1, WP_339404791.1"
Cluster_495,"WP_100293354.1, WP_139474236.1, WP_323891016.1, WP_324012199.1"
Cluster_496,"WP_003146507.1, WP_023465387.1, WP_033983833.1, WP_047688912.1"
Cluster_497,"WP_016847851.1, WP_028340784.1, WP_172646090.1, WP_253593493.1"
Cluster_498,"WP_010517219.1, WP_132740962.1, WP_206241655.1, WP_278394129.1"
Cluster_499,"WP_071845381.1, WP_181620173.1, WP_275221701.1, WP_375364338.1"
Cluster_500,"WP_000655239.1, WP_000655241.1, WP_000655245.1, WP_073418925.1"
Cluster_501,"WP_093090988.1, WP_100090091.1, WP_239324901.1, WP_239362764.1"
Cluster_502,"WP_215715871.1, WP_370751149.1, WP_370751150.1, WP_418261618.1"
Cluster_503,"WP_131706090.1, WP_184501958.1, WP_222064197.1, WP_251091297.1"
Cluster_504,"WP_107006175.1, WP_167715231.1, WP_345880452.1, WP_345888777.1"
Cluster_505,"WP_038877117.1, WP_097641302.1, WP_161574882.1, WP_312615998.1"
Cluster_506,"WP_155242933.1, WP_287485575.1, WP_287485585.1, WP_349082917.1"
Cluster_507,"WP_293647656.1, WP_419598513.1, WP_419609049.1, WP_419639820.1"
Cluster_508,"WP_112740212.1, WP_131706093.1, WP_165505392.1, WP_222064194.1"
Cluster_509,"WP_118191153.1, WP_200758659.1, WP_200758725.1, WP_337516081.1"
Cluster_510,"WP_264958113.1, WP_317602428.1, WP_334671692.1, WP_373122313.1"
Cluster_511,"WP_261577329.1, WP_271290601.1, WP_308066295.1, WP_396123586.1"
Cluster_512,"WP_128287308.1, WP_156612847.1, WP_174010480.1, WP_245489766.1"
Cluster_513,"WP_047730229.1, WP_109141342.1, WP_181620174.1, WP_275221703.1"
Cluster_514,"WP_213627866.1, WP_218394303.1, WP_267818872.1, WP_305435670.1"
Cluster_515,"WP_029590470.1, WP_105719439.1, WP_229921294.1, WP_258174458.1"
Cluster_516,"WP_243123718.1, WP_287485578.1, WP_296047947.1, WP_349082907.1"
Cluster_517,"WP_003721316.1, WP_003726690.1, WP_011701329.1, WP_026749765.1"
Cluster_518,"WP_140527930.1, WP_152683491.1, WP_226385866.1, WP_226385867.1"
Cluster_519,"WP_065905284.1, WP_069517191.1, WP_092180812.1, WP_346647616.1"
Cluster_520,"WP_108517019.1, WP_197952723.1, WP_291614800.1, WP_404548066.1"
Cluster_521,"WP_024648495.1, WP_055008709.1, WP_083184256.1, WP_249721220.1"
Cluster_522,"WP_016929298.1, WP_019453314.1, WP_193159608.1, WP_319869698.1"
Cluster_523,"WP_036413134.1, WP_110591078.1, WP_144139646.1, WP_369100817.1"
Cluster_524,"WP_077306022.1, WP_173696135.1, WP_173712758.1, WP_173712759.1"
Cluster_525,"WP_008740216.1, WP_123081230.1, WP_214353275.1, WP_388007211.1"
Cluster_526,"WP_114958814.1, WP_199356860.1, WP_205352212.1, WP_258469565.1"
Cluster_527,"WP_289795969.1, WP_322639185.1, WP_334779951.1, WP_334959045.1"
Cluster_528,"WP_216995666.1, WP_250635003.1, WP_250635004.1, WP_350415789.1"
Cluster_529,"WP_264958112.1, WP_317602427.1, WP_334671693.1, WP_373122315.1"
Cluster_530,"WP_120151022.1, WP_306124956.1, WP_307379344.1, WP_325984450.1"
Cluster_531,"WP_029528609.1, WP_134312118.1, WP_180719201.1, WP_211850452.1"
Cluster_532,"WP_075184228.1, WP_085391806.1, WP_105596988.1, WP_161593545.1"
Cluster_533,"WP_071210490.1, WP_227516909.1, WP_228681264.1, WP_284118931.1"
Cluster_534,"WP_011167590.1, WP_038451956.1, WP_169962417.1, WP_235669236.1"
Cluster_535,"WP_003105518.1, WP_003161206.1, WP_016264055.1, WP_411309271.1"
Cluster_536,"WP_012723175.1, WP_081744381.1, WP_082339959.1, WP_141606877.1"
Cluster_537,"WP_004691518.1, WP_004733109.1, WP_104499308.1, WP_222111902.1"
Cluster_538,"WP_226499148.1, WP_258606143.1, WP_350570630.1, WP_395604790.1"
Cluster_539,"WP_005382297.1, WP_005396027.1, WP_005460545.1, WP_213969442.1"
Cluster_540,"WP_100676157.1, WP_232556290.1, WP_316948687.1, WP_349526222.1"
Cluster_541,"WP_034022684.1, WP_170050538.1, WP_274978841.1, WP_316144970.1"
Cluster_542,"WP_409424611.1, WP_409424612.1, WP_409424613.1, WP_413401229.1"
Cluster_543,"WP_012723177.1, WP_027604118.1, WP_053158240.1, WP_141606876.1"
Cluster_544,"WP_029492855.1, WP_088336650.1, WP_270465820.1, WP_320951177.1"
Cluster_545,"WP_193558106.1, WP_322129950.1, WP_373881116.1, WP_421172055.1"
Cluster_546,"WP_144101703.1, WP_287485580.1, WP_296047945.1, WP_349082909.1"
Cluster_547,"WP_029171407.1, WP_105120618.1, WP_136628085.1, WP_205013733.1"
Cluster_548,"WP_016981010.1, WP_257108687.1, WP_368984443.1, WP_401273534.1"
Cluster_549,"WP_139351501.1, WP_199450849.1, WP_268678878.1, WP_372383770.1"
Cluster_550,"WP_024648493.1, WP_083184258.1, WP_083493201.1, WP_249721210.1"
Cluster_551,"WP_025537073.1, WP_029857890.1, WP_069507925.1, WP_169628615.1"
Cluster_552,"WP_130654256.1, WP_331841966.1, WP_331841967.1, WP_427126401.1"
Cluster_553,"WP_212734435.1, WP_305164897.1, WP_404521903.1, WP_404559673.1"
Cluster_554,"WP_002551877.1, WP_003255575.1, WP_003296736.1, WP_007159750.1"
Cluster_555,"WP_124550271.1, WP_229277265.1, WP_244107510.1, WP_256722651.1"
Cluster_556,"WP_406742998.1, WP_406746847.1, WP_406772638.1, WP_407265431.1"
Cluster_557,"WP_121373427.1, WP_128677689.1, WP_134240920.1, WP_208217646.1"
Cluster_558,"WP_075992271.1, WP_236590867.1, WP_239468826.1, WP_286774725.1"
Cluster_559,"WP_003335625.1, WP_022586413.1, WP_042226986.1, WP_239209569.1"
Cluster_560,"WP_003316235.1, WP_003411788.1, WP_016782443.1, WP_397451060.1"
Cluster_561,"WP_096753035.1, WP_160293881.1, WP_186164472.1, WP_186170291.1"
Cluster_562,"WP_041769451.1, WP_065905278.1, WP_069517194.1, WP_092180803.1"
Cluster_563,"WP_268426244.1, WP_319862576.1, WP_319908576.1, WP_368182351.1"
Cluster_564,"WP_220788592.1, WP_234529054.1, WP_257739507.1, WP_346420085.1"
Cluster_565,"WP_016122010.1, WP_098508853.1, WP_106103874.1, WP_264462926.1"
Cluster_566,"WP_024945099.1, WP_139474240.1, WP_324012191.1, WP_374851355.1"
Cluster_567,"WP_115780141.1, WP_124455057.1, WP_211708884.1, WP_229758060.1"
Cluster_568,"WP_138110704.1, WP_160293884.1, WP_186078026.1, WP_268072909.1"
Cluster_569,"WP_201565783.1, WP_201617245.1, WP_350587770.1, WP_352286815.1"
Cluster_570,"WP_065213561.1, WP_075348580.1, WP_192188531.1, WP_192230496.1"
Cluster_571,"WP_003090661.1, WP_003250679.1, WP_011913482.1, WP_013791841.1"
Cluster_572,"WP_012967042.1, WP_016161976.1, WP_022064766.1, WP_086512126.1"
Cluster_573,"WP_047739074.1, WP_074845380.1, WP_079443322.1, WP_081352428.1"
Cluster_574,"WP_083692982.1, WP_098964968.1, WP_336750281.1, WP_400450293.1"
Cluster_575,"WP_183111705.1, WP_258892750.1, WP_258892751.1, WP_374136462.1"
Cluster_576,"WP_005109663.1, WP_005131149.1, WP_098733016.1, WP_249666867.1"
Cluster_577,"WP_289795968.1, WP_322639186.1, WP_334779950.1, WP_409879021.1"
Cluster_578,"WP_081000904.1, WP_180911130.1, WP_368182352.1, WP_408745678.1"
Cluster_579,"WP_060012141.1, WP_060301153.1, WP_123850228.1, WP_238326637.1"
Cluster_580,"WP_120093105.1, WP_227031485.1, WP_227808150.1"
Cluster_581,"WP_289795975.1, WP_322639180.1, WP_334779956.1"
Cluster_582,"WP_085351675.1, WP_247495592.1, WP_256805476.1"
Cluster_583,"WP_160209861.1, WP_303791150.1, WP_369883201.1"
Cluster_584,"WP_012951252.1, WP_185450388.1, WP_311177629.1"
Cluster_585,"WP_201203331.1, WP_227696670.1, WP_280077498.1"
Cluster_586,"WP_110825647.1, WP_214544133.1, WP_284175579.1"
Cluster_587,"WP_024742386.1, WP_406743001.1, WP_406746824.1"
Cluster_588,"WP_046092923.1, WP_046276267.1, WP_047662028.1"
Cluster_589,"WP_004584038.1, WP_013815593.1, WP_088492416.1"
Cluster_590,"WP_293154352.1, WP_293354462.1, WP_293369931.1"
Cluster_591,"WP_003195812.1, WP_057006262.1, WP_103734102.1"
Cluster_592,"WP_108517011.1, WP_291614793.1, WP_404548074.1"
Cluster_593,"WP_326156964.1, WP_326350852.1, WP_366970725.1"
Cluster_594,"WP_100676161.1, WP_316948684.1, WP_349526226.1"
Cluster_595,"WP_324012206.1, WP_336290708.1, WP_374851359.1"
Cluster_596,"WP_268678881.1, WP_372383775.1, WP_409438339.1"
Cluster_597,"WP_013691803.1, WP_126242935.1, WP_225781136.1"
Cluster_598,"WP_140280883.1, WP_239945534.1, WP_274683933.1"
Cluster_599,"WP_130654262.1, WP_156612850.1, WP_174010474.1"
Cluster_600,"WP_015150603.1, WP_254566473.1, WP_368012920.1"
Cluster_601,"WP_202947024.1, WP_231130873.1, WP_232457805.1"
Cluster_602,"WP_131706094.1, WP_131713892.1, WP_222064193.1"
Cluster_603,"WP_268413649.1, WP_326156967.1, WP_326350849.1"
Cluster_604,"WP_292805400.1, WP_392532572.1, WP_392532573.1"
Cluster_605,"WP_003335626.1, WP_042226988.1, WP_239209570.1"
Cluster_606,"WP_228148408.1, WP_371864247.1, WP_410198391.1"
Cluster_607,"WP_330604135.1, WP_337785802.1, WP_418841988.1"
Cluster_608,"WP_011693452.1, WP_028269735.1, WP_309820984.1"
Cluster_609,"WP_013691806.1, WP_126242932.1, WP_408492365.1"
Cluster_610,"WP_139398603.1, WP_139430248.1, WP_374810051.1"
Cluster_611,"WP_170960267.1, WP_176133555.1, WP_212571204.1"
Cluster_612,"WP_198009220.1, WP_217510354.1, WP_340245901.1"
Cluster_613,"WP_088589325.1, WP_234818332.1, WP_343061040.1"
Cluster_614,"WP_170057486.1, WP_241693240.1, WP_320403962.1"
Cluster_615,"WP_167560259.1, WP_249852550.1, WP_343515644.1"
Cluster_616,"WP_162247271.1, WP_174067633.1, WP_222379595.1"
Cluster_617,"WP_052484239.1, WP_172606114.1, WP_213893649.1"
Cluster_618,"WP_352689462.1, WP_352962857.1, WP_376706157.1"
Cluster_619,"WP_096753129.1, WP_160293879.1, WP_186170289.1"
Cluster_620,"WP_156823934.1, WP_254566474.1, WP_368012921.1"
Cluster_621,"WP_044350583.1, WP_046888478.1, WP_126329489.1"
Cluster_622,"WP_128856045.1, WP_201032384.1, WP_201062872.1"
Cluster_623,"WP_068443981.1, WP_109393717.1, WP_225575354.1"
Cluster_624,"WP_061550697.1, WP_236197941.1, WP_276236797.1"
Cluster_625,"WP_272569712.1, WP_284413260.1, WP_284428125.1"
Cluster_626,"WP_025211322.1, WP_200659267.1, WP_320392548.1"
Cluster_627,"WP_352483760.1, WP_352818390.1, WP_352981171.1"
Cluster_628,"WP_066694277.1, WP_082604290.1, WP_243721565.1"
Cluster_629,"WP_032937718.1, WP_048227178.1, WP_152401836.1"
Cluster_630,"WP_234022014.1, WP_381737474.1, WP_389463001.1"
Cluster_631,"WP_141606878.1, WP_158309467.1, WP_305387451.1"
Cluster_632,"WP_015386674.1, WP_209687872.1, WP_312616010.1"
Cluster_633,"WP_128740881.1, WP_128993609.1, WP_161619226.1"
Cluster_634,"WP_141710481.1, WP_167944697.1, WP_358127089.1"
Cluster_635,"WP_055326661.1, WP_118909766.1, WP_271643761.1"
Cluster_636,"WP_015571916.1, WP_023323763.1, WP_166714859.1"
Cluster_637,"WP_046994946.1, WP_118917878.1, WP_237937637.1"
Cluster_638,"WP_038436383.1, WP_200659269.1, WP_320392547.1"
Cluster_639,"WP_221052353.1, WP_345871539.1, WP_418067623.1"
Cluster_640,"WP_103791581.1, WP_228714820.1, WP_407208826.1"
Cluster_641,"WP_048953249.1, WP_140527928.1, WP_285268151.1"
Cluster_642,"WP_089856750.1, WP_103234105.1, WP_267403541.1"
Cluster_643,"WP_303029663.1, WP_303034853.1, WP_303037387.1"
Cluster_644,"WP_025217676.1, WP_138317130.1, WP_176671533.1"
Cluster_645,"WP_338950075.1, WP_373079082.1, WP_373126359.1"
Cluster_646,"WP_182734993.1, WP_182760551.1, WP_182794864.1"
Cluster_647,"WP_273990708.1, WP_380090746.1, WP_380090747.1"
Cluster_648,"WP_055003778.1, WP_117144283.1, WP_122518520.1"
Cluster_649,"WP_003105511.1, WP_003110594.1, WP_263465432.1"
Cluster_650,"WP_268430236.1, WP_274660429.1, WP_327872236.1"
Cluster_651,"WP_009827070.1, WP_120633692.1, WP_375550744.1"
Cluster_652,"WP_022651883.1, WP_023323764.1, WP_033487685.1"
Cluster_653,"WP_226091975.1, WP_244096515.1, WP_326488255.1"
Cluster_654,"WP_151326095.1, WP_346641656.1, WP_392509610.1"
Cluster_655,"WP_032685473.1, WP_122285221.1, WP_176240343.1"
Cluster_656,"WP_356368088.1, WP_391260768.1, WP_398698417.1"
Cluster_657,"WP_093090990.1, WP_174827684.1, WP_239362766.1"
Cluster_658,"WP_167494979.1, WP_183954672.1, WP_377343415.1"
Cluster_659,"WP_074027182.1, WP_193159612.1, WP_240430055.1"
Cluster_660,"WP_005060475.1, WP_005093199.1, WP_070921702.1"
Cluster_661,"WP_352689464.1, WP_352962852.1, WP_376706155.1"
Cluster_662,"WP_131722414.1, WP_131806534.1, WP_157835603.1"
Cluster_663,"WP_055135793.1, WP_122391509.1, WP_304875763.1"
Cluster_664,"WP_125563759.1, WP_138536586.1, WP_194868661.1"
Cluster_665,"WP_004584036.1, WP_005874618.1, WP_012457557.1"
Cluster_666,"WP_014036908.1, WP_049402332.1, WP_295573550.1"
Cluster_667,"WP_352483753.1, WP_352818384.1, WP_352836497.1"
