psi_protein,neighbor_protein,neighbor_pident,genome_protein,genome_pident
WP_032434699,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_032434699,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_065801005,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_065801005,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_065801005,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_065801005,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_065801005,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_320431381,WP_417064782.1,99.739,WP_232627577.1,98.58
WP_320431381,WP_332606491.1,96.8,WP_332606490.1,97.817
WP_320431381,WP_409240751.1,97.561,WP_124065251.1,97.917
WP_281082104,WP_417064782.1,100.0,WP_232627577.1,99.644
WP_281082104,WP_332606491.1,99.2,WP_332606490.1,99.123
WP_281082104,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_301688583,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_301688583,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_301688583,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_253891988,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_253891988,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_253891988,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_253891988,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_318041159,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_318041159,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_318041159,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_117251240,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_117251240,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_117251240,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_117251240,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_117251240,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_064114836,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_064114836,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_305218327,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_305218327,WP_332606491.1,98.4,WP_332606490.1,99.342
WP_305218327,WP_409240751.1,97.561,WP_124065251.1,99.306
WP_020078153,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_020078153,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_065810061,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_065810061,WP_332606491.1,99.2,WP_332606490.1,99.123
WP_065810061,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_065810061,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_065810061,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_202688260,WP_417064782.1,100.0,WP_232627577.1,99.644
WP_202688260,WP_332606491.1,99.2,WP_332606490.1,99.123
WP_202688260,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_202688260,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_102084251,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_102084251,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_117094331,WP_417064782.1,100.0,WP_232627577.1,99.644
WP_117094331,WP_332606491.1,99.2,WP_332606490.1,99.123
WP_117094331,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_117094331,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_117094331,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_318042167,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_318042167,WP_332606491.1,98.4,WP_332606490.1,99.342
WP_318042167,WP_409240751.1,97.561,WP_124065251.1,99.306
WP_136655222,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_136655222,WP_332606491.1,99.2,WP_332606490.1,99.123
WP_136655222,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_136655222,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_096660655,WP_417064782.1,100.0,WP_232627577.1,99.763
WP_096660655,WP_332606491.1,99.2,WP_332606490.1,99.123
WP_096660655,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_096660655,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_096660655,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_117269405,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_117269405,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_045361418,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_045361418,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_140561723,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_140561723,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_213542299,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_213542299,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_032418459,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_032418459,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_032440245,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_032440245,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_124062342,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_124062342,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_236923979,WP_417064782.1,99.217,WP_232627577.1,95.73
WP_236923979,WP_332606491.1,95.2,WP_332606490.1,95.614
WP_236923979,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_200781392,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_200781392,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_186962252,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_186962252,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_374063457,WP_417064782.1,98.956,WP_232627577.1,95.73
WP_374063457,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_107320995,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_107320995,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_022651754,WP_417064782.1,99.217,WP_232627577.1,95.611
WP_022651754,WP_332606491.1,95.2,WP_332606490.1,95.614
WP_022651754,WP_165768430.1,100.0,WP_165768429.1,100.0
WP_022651754,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_161649391,WP_417064782.1,99.739,WP_232627577.1,99.881
WP_161649391,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_161649391,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_161649391,WP_260479442.1,97.059,WP_124065251.1,100.0
WP_181241439,WP_228710993.1,95.105,WP_228710992.1,99.145
WP_181241439,WP_323808049.1,97.222,WP_228712064.1,99.107
WP_219720750,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_130983528,WP_417064782.1,99.217,WP_232627577.1,95.492
WP_130983528,WP_332606491.1,95.2,WP_332606490.1,95.395
WP_130983528,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_130983528,WP_260479442.1,96.97,WP_124065251.1,95.833
WP_253990845,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_159121403,WP_417064782.1,99.478,WP_232627577.1,96.56
WP_159121403,WP_332606491.1,97.6,WP_332606490.1,95.395
WP_159121403,WP_409240751.1,97.561,WP_124065251.1,97.917
WP_159121403,WP_260479442.1,100.0,WP_124065251.1,97.917
WP_100279070,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_100279070,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_149781699,WP_417064782.1,99.739,WP_232627577.1,99.881
WP_149781699,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_149781699,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_149781699,WP_260479442.1,97.059,WP_124065251.1,100.0
WP_284923873,WP_417064782.1,99.217,WP_232627577.1,95.73
WP_284923873,WP_332606491.1,95.2,WP_332606490.1,95.614
WP_284923873,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_169513222,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_169513222,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_200535721,WP_323808049.1,97.222,WP_228712064.1,99.107
WP_154911401,WP_323808049.1,97.222,WP_228712064.1,98.661
WP_203032329,WP_417064782.1,98.956,WP_232627577.1,95.611
WP_203032329,WP_332606491.1,95.2,WP_332606490.1,95.395
WP_203032329,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_117034245,WP_417064782.1,99.217,WP_232627577.1,95.611
WP_117034245,WP_332606491.1,95.2,WP_332606490.1,95.395
WP_117034245,WP_165768430.1,98.701,WP_165768429.1,99.768
WP_117034245,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_139531028,WP_323808049.1,97.222,WP_228712064.1,99.107
WP_305222780,WP_417064782.1,99.739,WP_232627577.1,99.881
WP_305222780,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_305222780,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_114507568,WP_417064782.1,99.739,WP_232627577.1,99.763
WP_114507568,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_114507568,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_114507568,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_114507568,WP_260479442.1,100.0,WP_124065251.1,100.0
WP_380189034,WP_417064782.1,99.739,WP_232627577.1,99.881
WP_380189034,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_269317264,WP_417064782.1,99.739,WP_232627577.1,99.881
WP_269317264,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_269317264,WP_409240751.1,97.561,WP_124065251.1,100.0
WP_242781012,WP_417064782.1,99.217,WP_232627577.1,95.492
WP_242781012,WP_332606491.1,95.2,WP_332606490.1,95.175
WP_242781012,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_225389120,WP_417064782.1,98.956,WP_232627577.1,95.73
WP_225389120,WP_332606491.1,95.2,WP_332606490.1,95.614
WP_225389120,WP_409240751.1,95.122,WP_124065251.1,95.833
WP_203259513,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_203259513,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_231539654,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_284241428,WP_417064782.1,99.217,WP_232627577.1,95.492
WP_284241428,WP_409240751.1,95.122,WP_124065251.1,95.139
WP_117085420,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_117085420,WP_323808049.1,97.222,WP_228712064.1,99.554
WP_227523594,WP_421666502.1,96.97,WP_301696169.1,99.416
WP_117143544,WP_421666502.1,96.97,WP_301696169.1,99.551
WP_241993750,WP_421666502.1,96.97,WP_301696169.1,99.641
WP_114500429,WP_421666502.1,96.97,WP_301696169.1,99.551
WP_408880899,WP_421666502.1,96.97,WP_301696169.1,99.461
WP_101827569,WP_421666502.1,96.97,WP_301696169.1,99.641
WP_228296296,WP_421666502.1,96.97,WP_301696169.1,99.461
WP_264968274,WP_421666502.1,96.97,WP_301696169.1,99.372
WP_244586515,WP_410401005.1,100.0,WP_249509501.1,98.077
WP_244586515,WP_409997804.1,97.059,WP_261307172.1,100.0
WP_342706873,WP_421666502.1,96.97,WP_301696169.1,99.551
WP_353580838,WP_417064782.1,100.0,WP_232627577.1,99.59
WP_353580838,WP_409240751.1,97.561,WP_124065251.1,99.32
WP_349665052,WP_409997804.1,99.661,WP_261307172.1,93.75
WP_311040696,WP_410401005.1,100.0,WP_249509501.1,94.286
WP_228709504,WP_417064782.1,100.0,WP_232627577.1,95.0
WP_346802862,WP_417064782.1,99.41,WP_232627577.1,95.492
WP_346802862,WP_409240751.1,96.97,WP_124065251.1,95.833
WP_102015970,WP_323808049.1,100.0,WP_228712064.1,98.925
WP_274803560,WP_410401005.1,100.0,WP_249509501.1,95.0
WP_261307172,WP_410401005.1,100.0,WP_249509501.1,93.75
WP_343075868,WP_417064782.1,100.0,WP_232627577.1,99.881
WP_323848557,WP_417064782.1,100.0,WP_232627577.1,99.881
WP_323848557,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_340125809,WP_417064782.1,100.0,WP_232627577.1,99.881
WP_262187849,WP_417064782.1,100.0,WP_232627577.1,95.73
WP_262187849,WP_332606491.1,95.2,WP_332606490.1,95.614
WP_242449220,WP_421666502.1,96.97,WP_301696169.1,95.96
WP_080459486,WP_225370229.1,99.237,WP_225370228.1,100.0
WP_080459486,WP_225370225.1,98.507,WP_225370228.1,100.0
WP_080459486,WP_225370226.1,100.0,WP_225370228.1,100.0
WP_232627595,WP_417064782.1,95.946,WP_232627577.1,99.881
WP_232627595,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_221018574,WP_417064782.1,95.714,WP_232627577.1,99.763
WP_221018574,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_118370843,WP_182430006.1,98.876,WP_118344937.1,100.0
WP_118370843,WP_416388739.1,95.455,WP_119218706.1,100.0
WP_118141597,WP_416388739.1,95.455,WP_119218706.1,87.349
WP_252382616,WP_409997804.1,100.0,WP_261307172.1,100.0
WP_055215827,WP_416388739.1,95.455,WP_119218706.1,93.373
WP_147362800,WP_416388739.1,95.455,WP_119218706.1,97.516
WP_118149125,WP_182430006.1,100.0,WP_118344937.1,100.0
WP_118149125,WP_416388739.1,95.455,WP_119218706.1,99.398
WP_118362716,WP_182430006.1,100.0,WP_118344937.1,100.0
WP_118362716,WP_416388739.1,95.455,WP_119218706.1,99.398
WP_119225658,WP_416388739.1,95.455,WP_119218706.1,99.398
WP_117822184,WP_416388739.1,95.455,WP_119218706.1,86.747
WP_118758238,WP_416388739.1,95.455,WP_119218706.1,87.349
WP_040214404,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_040214404,WP_417064782.1,96.124,WP_232627577.1,99.881
WP_040214404,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_120124000,WP_416388739.1,95.455,WP_119218706.1,87.349
WP_118615440,WP_416388739.1,95.455,WP_119218706.1,86.747
WP_005602297,WP_416388739.1,95.455,WP_119218706.1,86.145
WP_407251314,WP_417064782.1,100.0,WP_232627577.1,94.118
WP_019968930,WP_155813798.1,97.541,WP_004384058.1,98.977
WP_070719924,WP_155813798.1,95.161,WP_004384058.1,99.233
WP_226961148,WP_226961205.1,100.0,WP_226961206.1,99.879
WP_156293011,WP_272881226.1,96.774,WP_284556596.1,89.542
WP_404855858,WP_417064782.1,98.261,WP_232627577.1,98.58
WP_226295165,WP_272881226.1,96.774,WP_284556596.1,89.673
WP_074411445,WP_226961205.1,100.0,WP_226961206.1,99.879
WP_262033023,WP_272881226.1,96.774,WP_284556596.1,89.412
WP_044750024,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_074412887,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_141577544,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_041179092,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_106459658,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_012774973,WP_226961205.1,100.0,WP_226961206.1,99.879
WP_024379047,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_043035106,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_105133957,WP_226961205.1,95.604,WP_226961206.1,86.795
WP_044764344,WP_226961205.1,100.0,WP_226961206.1,99.879
WP_105148079,WP_226961205.1,97.802,WP_226961206.1,84.541
WP_044558297,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_044984291,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_205014335,WP_226961205.1,97.802,WP_226961206.1,86.795
WP_181482045,WP_272881226.1,96.774,WP_284556596.1,97.647
WP_024247922,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_161400299,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_117112197,WP_272881226.1,96.774,WP_284556596.1,97.647
WP_019186866,WP_155813798.1,95.161,WP_004384058.1,98.857
WP_074392124,WP_226961205.1,98.901,WP_226961206.1,99.879
WP_244334972,WP_272881226.1,96.774,WP_284556596.1,97.647
WP_265011770,WP_272881226.1,96.774,WP_284556596.1,97.647
WP_044764667,WP_226961205.1,100.0,WP_226961206.1,99.879
WP_255062500,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_044693361,WP_226961205.1,95.604,WP_226961206.1,86.675
WP_263775130,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_014917208,WP_226961205.1,100.0,WP_226961206.1,99.758
WP_010724333,WP_040366718.1,96.552,WP_007208429.1,86.909
WP_010775591,WP_040366718.1,100.0,WP_007208429.1,86.909
WP_114138886,WP_272881226.1,96.774,WP_284556596.1,89.744
WP_332652737,WP_417064782.1,100.0,WP_232627577.1,99.881
WP_249515314,WP_272881226.1,96.774,WP_284556596.1,98.174
WP_350502055,WP_410401005.1,96.552,WP_249509501.1,86.667
WP_261289657,WP_272881226.1,96.774,WP_284556596.1,98.571
WP_244591735,WP_272881226.1,96.774,WP_284556596.1,98.799
WP_053901448,WP_272881226.1,96.774,WP_284556596.1,99.319
WP_097506137,WP_272881226.1,96.774,WP_284556596.1,99.17
WP_097414149,WP_272881226.1,96.774,WP_284556596.1,99.234
WP_267203781,WP_272881226.1,96.774,WP_284556596.1,99.117
WP_249533828,WP_272881226.1,96.774,WP_284556596.1,99.244
WP_263131913,WP_272881226.1,96.774,WP_284556596.1,99.085
WP_163427638,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_001278662,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_100692674,WP_272881226.1,96.774,WP_284556596.1,99.302
WP_097748978,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_147718904,WP_272881226.1,96.774,WP_284556596.1,99.216
WP_085455720,WP_272881226.1,96.774,WP_284556596.1,99.34
WP_105282360,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_032241071,WP_272881226.1,96.774,WP_284556596.1,99.216
WP_140005999,WP_272881226.1,96.774,WP_284556596.1,99.216
WP_248841087,WP_272881226.1,96.774,WP_284556596.1,98.514
WP_072644865,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_096778028,WP_272881226.1,96.774,WP_284556596.1,99.477
WP_243055920,WP_272881226.1,96.774,WP_284556596.1,98.954
WP_103468415,WP_272881226.1,96.774,WP_284556596.1,99.216
WP_172410570,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_048228060,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_001278661,WP_272881226.1,96.774,WP_284556596.1,99.477
WP_088568788,WP_272881226.1,96.774,WP_284556596.1,99.216
WP_096261741,WP_272881226.1,96.774,WP_284556596.1,99.477
WP_061357199,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_194849435,WP_272881226.1,96.774,WP_284556596.1,99.346
WP_153781354,WP_272881226.1,96.774,WP_284556596.1,99.216
WP_146412182,WP_272881226.1,96.774,WP_284556596.1,93.856
WP_268602808,WP_272881226.1,96.774,WP_284556596.1,99.216
WP_196613834,WP_272881226.1,96.774,WP_284556596.1,99.477
WP_252081503,WP_272881226.1,96.774,WP_284556596.1,89.346
WP_243810409,WP_272881226.1,96.774,WP_284556596.1,93.421
WP_227910661,WP_272881226.1,96.774,WP_284556596.1,99.477
WP_250901997,WP_272881226.1,96.774,WP_284556596.1,89.181
WP_115501475,WP_272881226.1,96.774,WP_284556596.1,88.235
WP_115465647,WP_272881226.1,96.774,WP_284556596.1,88.366
WP_165556506,WP_272881226.1,96.774,WP_284556596.1,88.366
WP_052039259,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_061827378,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_099960298,WP_373879108.1,96.552,WP_096695397.1,98.469
WP_100970212,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_340582659,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_251933974,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_289666377,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_241425009,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_094365749,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_162100803,WP_373879108.1,96.552,WP_096695397.1,98.98
WP_076645149,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_226474262,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_141265856,WP_373879108.1,96.552,WP_096695397.1,100.0
WP_251925496,WP_373879108.1,96.552,WP_096695397.1,100.0
WP_310573195,WP_373879108.1,96.552,WP_096695397.1,98.98
WP_278319728,WP_373879108.1,96.552,WP_096695397.1,98.469
WP_254681276,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_016265246,WP_373879108.1,96.552,WP_096695397.1,98.98
WP_368294281,WP_373879108.1,96.552,WP_096695397.1,99.448
WP_014584482,WP_230577283.1,100.0,WP_230577281.1,94.433
WP_013447916,WP_230577283.1,100.0,WP_230577281.1,94.227
WP_291802237,WP_432281161.1,96.761,WP_138297004.1,97.285
WP_227666605,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_024402395,WP_434999535.1,98.788,WP_341775342.1,100.0
WP_023370277,WP_434999535.1,98.182,WP_341775342.1,100.0
WP_407245475,WP_417064782.1,100.0,WP_232627577.1,99.881
WP_104460386,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_104460386,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_230334552,WP_434999535.1,98.182,WP_341775342.1,99.602
WP_201992565,WP_228023579.1,97.436,WP_228023574.1,99.099
WP_201992565,WP_228036025.1,95.455,WP_228023574.1,99.099
WP_329601897,WP_373879108.1,98.113,WP_096695397.1,62.857
WP_347813926,WP_373879108.1,98.113,WP_096695397.1,100.0
WP_164840364,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_065791085,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_265504468,WP_409231146.1,98.592,WP_265493734.1,99.08
WP_265504468,WP_409231152.1,98.592,WP_265503875.1,97.546
WP_265504468,WP_334199238.1,96.364,WP_265579380.1,98.466
WP_265503066,WP_434335677.1,97.911,WP_369024707.1,31.741
WP_284986547,WP_349472011.1,96.875,WP_349472010.1,97.408
WP_011387484,WP_434335677.1,98.433,WP_369024707.1,32.967
WP_011387484,WP_019269577.1,96.296,WP_036428024.1,90.776
WP_011387484,WP_243728866.1,96.97,WP_243728867.1,93.976
WP_011387484,WP_041159810.1,98.214,WP_230593178.1,100.0
WP_011387484,WP_019269578.1,96.429,WP_019269576.1,90.985
WP_161652932,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_046784161,WP_434335677.1,98.433,WP_369024707.1,32.967
WP_046784161,WP_243728866.1,96.97,WP_243728867.1,93.976
WP_065772151,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_369024705,WP_434335677.1,97.911,WP_369024707.1,32.357
WP_004426373,WP_307444937.1,99.02,WP_307444932.1,94.301
WP_259359064,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_198070814,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_265496313,WP_434335677.1,97.403,WP_369024707.1,32.099
WP_187576388,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_161647796,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_087850366,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_149781865,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_213244804,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_210579360,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_045081926,WP_434335677.1,97.126,WP_369024707.1,29.14
WP_045081926,WP_243728866.1,98.485,WP_243728867.1,95.152
WP_036428024,WP_434335677.1,98.387,WP_369024707.1,29.14
WP_036428024,WP_243728866.1,98.485,WP_243728867.1,93.939
WP_019269576,WP_434335677.1,98.276,WP_369024707.1,28.685
WP_019269576,WP_243728866.1,98.485,WP_243728867.1,94.545
WP_087588798,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_087588798,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_165885141,WP_434335677.1,97.701,WP_369024707.1,28.486
WP_165885141,WP_243728866.1,98.485,WP_243728867.1,93.939
WP_203196676,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_230593178,WP_434335677.1,99.2,WP_369024707.1,30.896
WP_230593178,WP_243728866.1,96.97,WP_243728867.1,93.976
WP_165768429,WP_332606491.1,95.2,WP_332606490.1,95.614
WP_165768429,WP_165768430.1,100.0,WP_165768429.1,100.0
WP_210709120,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_270462657,WP_432281161.1,98.148,WP_138297004.1,84.685
WP_040469358,WP_113774492.1,95.556,WP_370738454.1,92.14
WP_238969398,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_095669547,WP_113774492.1,100.0,WP_370738454.1,99.58
WP_169050784,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_187576451,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_203168226,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_188117119,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_222926847,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_331387339,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_232627577,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_057072958,WP_332606491.1,96.0,WP_332606490.1,97.817
WP_057072958,WP_124065253.1,100.0,WP_124065251.1,97.222
WP_227627404,WP_332606491.1,99.2,WP_332606490.1,99.342
WP_243728867,WP_434335677.1,98.765,WP_369024707.1,41.935
WP_107318709,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_124040463,WP_332606491.1,99.167,WP_332606490.1,99.342
WP_124040463,WP_124065253.1,100.0,WP_124065251.1,100.0
WP_133092126,WP_370530164.1,95.0,WP_265077291.1,91.525
WP_102090000,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_093987474,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_065772355,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_065772103,WP_228710993.1,95.105,WP_228710992.1,100.0
WP_057191852,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_210408756,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_228710024,WP_228710993.1,95.105,WP_228710992.1,98.319
WP_130166568,WP_285220741.1,100.0,WP_285220742.1,99.72
WP_097478955,WP_249533827.1,100.0,WP_249533828.1,100.0
WP_097425800,WP_249533827.1,100.0,WP_249533828.1,100.0
WP_096996960,WP_249533827.1,100.0,WP_249533828.1,99.672
WP_140044722,WP_249533827.1,100.0,WP_249533828.1,100.0
WP_137540006,WP_249533827.1,100.0,WP_249533828.1,100.0
WP_097416313,WP_249533827.1,100.0,WP_249533828.1,100.0
WP_180397331,WP_249533827.1,100.0,WP_249533828.1,99.827
WP_139618852,WP_233433202.1,100.0,WP_233433203.1,100.0
WP_245394175,WP_249533827.1,95.918,WP_249533828.1,89.379
WP_244429478,WP_249533827.1,100.0,WP_249533828.1,99.581
WP_353891324,WP_373879108.1,96.552,WP_096695397.1,99.49
WP_341783789,WP_373879108.1,96.552,WP_096695397.1,98.98
WP_251950508,WP_373879108.1,96.552,WP_096695397.1,100.0
WP_338321817,WP_373879108.1,98.182,WP_096695397.1,100.0
WP_341783780,WP_373879108.1,98.182,WP_096695397.1,100.0
WP_133285953,WP_373879108.1,98.182,WP_096695397.1,100.0
WP_371861458,WP_373879108.1,98.182,WP_096695397.1,100.0
WP_226961206,WP_228475700.1,99.231,WP_228475701.1,99.664
WP_226961206,WP_228477217.1,99.67,WP_228477218.1,99.711
WP_226961206,WP_274758025.1,100.0,WP_349612002.1,99.796
WP_226961206,WP_239022530.1,98.529,WP_239022529.1,99.831
WP_332424138,WP_434999535.1,98.795,WP_341775342.1,100.0
WP_228477420,WP_274758025.1,100.0,WP_349612002.1,99.766
WP_228477420,WP_239022530.1,98.529,WP_239022529.1,99.811
WP_003773355,WP_016357131.1,99.643,WP_016357129.1,99.757
WP_003773355,WP_261369487.1,99.408,WP_223246853.1,99.648
WP_003773355,WP_223246854.1,99.408,WP_223246853.1,99.648
WP_003773355,WP_281193273.1,100.0,WP_342672723.1,99.805
WP_013852862,WP_016357131.1,100.0,WP_016357129.1,99.757
