Protein1	Protein2	Percent_Identity
WP_228730064	WP_409997804.1	100.0
WP_231527659	WP_409997804.1	100.0
WP_244586515	WP_410401005.1	100.0
WP_244586515	WP_409997804.1	97.059
WP_342706873	WP_421666502.1	96.97
WP_252343538	WP_409997804.1	99.861
WP_353580838	WP_417064782.1	100.0
WP_332606491.1	WP_353580838	99.2
WP_353580838	WP_409240751.1	97.561
WP_260479442.1	WP_353580838	100.0
WP_069985718.1	WP_274122697	99.307
WP_152692415.1	WP_193547011	95.37
WP_015059363	WP_409997804.1	99.711
WP_277388826	WP_409997804.1	100.0
WP_249534031	WP_409997804.1	99.856
WP_152692415.1	WP_163455010	95.57
WP_238967745	WP_323808049.1	97.222
WP_323808049.1	WP_408882491	97.222
WP_228262765	WP_323808049.1	97.222
WP_264757088	WP_323808049.1	97.222
WP_247095357.1	WP_265003197	98.601
WP_227538379	WP_323808049.1	97.222
WP_247152053	WP_409997804.1	99.398
WP_323808049.1	WP_394489352	97.222
WP_258876786	WP_409997804.1	100.0
WP_241500613	WP_323808049.1	97.222
WP_323808049.1	WP_368762290	97.222
WP_323808049.1	WP_394482520	97.222
WP_318613194	WP_323808049.1	97.222
WP_264722189	WP_409997804.1	100.0
WP_257965454	WP_323808049.1	97.222
WP_241528274	WP_323808049.1	97.222
WP_323808049.1	WP_394515197	97.222
WP_323808049.1	WP_394512655	97.222
WP_323808049.1	WP_394606690	97.222
WP_323808049.1	WP_394606167	97.222
WP_349665052	WP_409997804.1	99.661
WP_254913189	WP_323808049.1	97.222
WP_323808049.1	WP_394605970	97.222
WP_266098070	WP_323808049.1	97.222
WP_311040696	WP_410401005.1	100.0
WP_240741474	WP_323808049.1	97.222
WP_152692415.1	WP_167803806	95.205
WP_167803806	WP_425323302.1	95.238
WP_152692415.1	WP_169057873	95.205
WP_169057873	WP_425323302.1	95.238
WP_258184836	WP_323808049.1	97.222
WP_152692415.1	WP_249541879	95.189
WP_249541879	WP_425323302.1	95.122
WP_152692415.1	WP_252498439	95.189
WP_252498439	WP_425323302.1	95.122
WP_323808049.1	WP_394606481	97.222
WP_152692415.1	WP_338212171	95.172
WP_338212171	WP_425323302.1	95.0
WP_152692415.1	WP_284327213	95.139
WP_323808049.1	WP_394606437	97.222
WP_228709504	WP_417064782.1	100.0
WP_228709504	WP_409240751.1	97.561
WP_228709504	WP_260479442.1	97.059
WP_346802862	WP_417064782.1	99.41
WP_332606491.1	WP_346802862	95.2
WP_165768430.1	WP_346802862	98.701
WP_346802862	WP_409240751.1	96.97
WP_152692415.1	WP_244587651	95.07
WP_323808049.1	WP_394606735	97.222
WP_323808049.1	WP_394612491	97.222
WP_102015970	WP_323808049.1	100.0
WP_239691429	WP_323808049.1	97.222
WP_241359880	WP_323808049.1	97.222
WP_256947855	WP_323808049.1	97.222
WP_323808049.1	WP_366961749	97.222
WP_238960058	WP_323808049.1	97.222
WP_228710993.1	WP_395039524	95.105
WP_323808049.1	WP_395039524	96.296
WP_152692415.1	WP_289250880	95.6
WP_274803560	WP_410401005.1	100.0
WP_277446040	WP_409997804.1	99.84
WP_231210559	WP_409997804.1	100.0
WP_323808049.1	WP_394606606	97.222
WP_152692415.1	WP_251988860	95.547
WP_069985718.1	WP_259652724	100.0
WP_262390661	WP_323808049.1	97.222
WP_261307172	WP_410401005.1	100.0
WP_323808049.1	WP_394517593	97.222
WP_323808049.1	WP_394514725	97.222
WP_343075868	WP_417064782.1	100.0
WP_332606491.1	WP_343075868	99.2
WP_124065253.1	WP_343075868	100.0
WP_323848557	WP_417064782.1	100.0
WP_323848557	WP_332606491.1	99.2
WP_124065253.1	WP_323848557	100.0
WP_232627578	WP_417064782.1	100.0
WP_232627578	WP_409240751.1	97.561
WP_232627578	WP_260479442.1	97.059
WP_241526466	WP_323808049.1	97.222
WP_340125809	WP_417064782.1	100.0
WP_332606491.1	WP_340125809	99.2
WP_124065253.1	WP_340125809	100.0
WP_251301791	WP_409997804.1	100.0
WP_241223931	WP_409997804.1	99.838
WP_227627403	WP_417064782.1	99.737
WP_227627403	WP_409240751.1	97.561
WP_227627403	WP_260479442.1	97.059
WP_256627706	WP_323808049.1	97.222
WP_254914746	WP_323808049.1	97.222
WP_323808049.1	WP_394606130	97.222
WP_265105132	WP_323808049.1	97.222
WP_323808049.1	WP_394474918	97.222
WP_323808049.1	WP_394496931	97.222
WP_240514937	WP_323808049.1	97.222
WP_323808049.1	WP_394612505	97.222
WP_323808049.1	WP_407251037	97.222
WP_323808049.1	WP_394606622	97.222
WP_264754174	WP_323808049.1	97.222
WP_323808049.1	WP_394474310	97.222
WP_323808049.1	WP_394606523	97.222
WP_323808049.1	WP_394606285	97.222
WP_239692970	WP_323808049.1	97.222
WP_275266563	WP_323808049.1	97.222
WP_323808049.1	WP_394606767	97.222
WP_409071510	WP_409997804.1	100.0
WP_251134868	WP_409997804.1	100.0
WP_228710025	WP_323808049.1	97.222
WP_241528639	WP_323808049.1	97.222
WP_262187849	WP_417064782.1	100.0
WP_262187849	WP_332606491.1	95.2
WP_165768430.1	WP_262187849	98.701
WP_264292936	WP_323808049.1	97.222
WP_266099088	WP_323808049.1	97.222
WP_264979092	WP_323808049.1	97.222
WP_323808049.1	WP_394606299	97.222
WP_323808049.1	WP_394605991	97.222
WP_247099811	WP_323808049.1	97.222
WP_238971868	WP_323808049.1	97.222
WP_238969792	WP_323808049.1	97.222
WP_323808049.1	WP_394606457	97.222
WP_257965607	WP_323808049.1	97.222
WP_264754112	WP_323808049.1	97.222
WP_251361772	WP_409997804.1	99.831
WP_323808049.1	WP_394606872	97.222
WP_323808049.1	WP_394606206	97.222
WP_152692415.1	WP_338242736	95.0
WP_256947176	WP_323808049.1	97.222
WP_242449220	WP_421666502.1	96.97
WP_311040697	WP_409997804.1	99.797
WP_228710993.1	WP_367379635	95.105
WP_231793536	WP_410401005.1	100.0
WP_080459486	WP_225370229.1	99.237
WP_080459486	WP_225370225.1	98.507
WP_080459486	WP_225370226.1	100.0
WP_232627595	WP_417064782.1	95.946
WP_232627595	WP_332606491.1	99.2
WP_124065253.1	WP_232627595	100.0
WP_407245418	WP_417064782.1	99.67
WP_407245418	WP_409240751.1	97.561
WP_260479442.1	WP_407245418	97.059
WP_249354768	WP_409997804.1	99.366
WP_256137176	WP_409997804.1	99.154
WP_228594998	WP_409997804.1	100.0
WP_284718148	WP_409997804.1	100.0
WP_252354386	WP_409997804.1	100.0
WP_221018574	WP_417064782.1	95.714
WP_221018574	WP_332606491.1	99.2
WP_124065253.1	WP_221018574	100.0
WP_227554590.1	WP_348881258	96.939
WP_118370843	WP_182430006.1	98.876
WP_118370843	WP_416388739.1	95.455
WP_228710993.1	WP_367670805	95.105
WP_227554590.1	WP_325094070	96.939
WP_118141597	WP_416388739.1	95.455
WP_252382616	WP_409997804.1	100.0
WP_055215827	WP_416388739.1	95.455
WP_147362800	WP_416388739.1	95.455
WP_118149125	WP_182430006.1	100.0
WP_118149125	WP_416388739.1	95.455
WP_118362716	WP_182430006.1	100.0
WP_118362716	WP_416388739.1	95.455
WP_252517399	WP_409997804.1	99.507
WP_236941985	WP_409997804.1	100.0
WP_119225658	WP_416388739.1	95.455
WP_250386249	WP_409997804.1	99.754
WP_117822184	WP_416388739.1	95.455
WP_040366718.1	WP_311812599	100.0
WP_040366718.1	WP_241693890	100.0
WP_052433696	WP_410401005.1	100.0
WP_040366718.1	WP_338350363	100.0
WP_118758238	WP_416388739.1	95.455
WP_040214404	WP_332606491.1	99.2
WP_040214404	WP_417064782.1	96.124
WP_040214404	WP_124065253.1	100.0
WP_120124000	WP_416388739.1	95.455
WP_040366718.1	WP_236550136	100.0
WP_040366718.1	WP_258078209	100.0
WP_040366718.1	WP_285706664	96.552
WP_155813798.1	WP_314695798	97.541
WP_004384057.1	WP_314695798	97.541
WP_040366718.1	WP_232035931	96.552
WP_118615440	WP_416388739.1	95.455
WP_040366718.1	WP_239661514	100.0
WP_040366718.1	WP_229233425	100.0
WP_005602297	WP_416388739.1	95.455
WP_407251314	WP_417064782.1	100.0
WP_019968930	WP_155813798.1	97.541
WP_004384057.1	WP_019968930	97.541
WP_226961205.1	WP_228475701	100.0
WP_226961205.1	WP_228477218	100.0
WP_004384057.1	WP_070719924	95.161
WP_070719924	WP_155813798.1	95.161
WP_226961148	WP_226961205.1	100.0
WP_226961205.1	WP_349612002	100.0
WP_156293011	WP_272881226.1	96.774
WP_226961205.1	WP_239022529	100.0
WP_289693745	WP_409997804.1	100.0
WP_332606491.1	WP_404855858	96.8
WP_404855858	WP_417064782.1	98.261
WP_124065253.1	WP_404855858	100.0
WP_226961205.1	WP_274758026	100.0
WP_226961205.1	WP_289883608	100.0
WP_226295165	WP_272881226.1	96.774
WP_311040698	WP_409997804.1	100.0
WP_272881226.1	WP_400309017	96.774
WP_226961205.1	WP_332442825	98.901
WP_074411445	WP_226961205.1	100.0
WP_262033023	WP_272881226.1	96.774
WP_272881226.1	WP_349400918	96.774
WP_044750024	WP_226961205.1	100.0
WP_226961205.1	WP_277836438	100.0
WP_226961205.1	WP_289890003	100.0
WP_074412887	WP_226961205.1	100.0
WP_226961205.1	WP_327084353	100.0
WP_141577544	WP_226961205.1	100.0
WP_041179092	WP_226961205.1	100.0
WP_106459658	WP_226961205.1	100.0
WP_012774973	WP_226961205.1	100.0
WP_024379047	WP_226961205.1	100.0
WP_043035106	WP_226961205.1	100.0
WP_105133957	WP_226961205.1	95.604
WP_044764344	WP_226961205.1	100.0
WP_226961205.1	WP_253215341	97.802
WP_105148079	WP_226961205.1	97.802
WP_044558297	WP_226961205.1	100.0
WP_040366718.1	WP_302351210	100.0
WP_044984291	WP_226961205.1	100.0
WP_205014335	WP_226961205.1	97.802
WP_181482045	WP_272881226.1	96.774
WP_024247922	WP_272881226.1	96.774
WP_161400299	WP_272881226.1	96.774
WP_117112197	WP_272881226.1	96.774
WP_040366718.1	WP_252703959	100.0
WP_019186866	WP_155813798.1	95.161
WP_004384057.1	WP_019186866	95.161
WP_074392124	WP_226961205.1	98.901
WP_244334972	WP_272881226.1	96.774
WP_265011770	WP_272881226.1	96.774
WP_272881226.1	WP_276398740	96.774
WP_226961205.1	WP_289883115	100.0
WP_044764667	WP_226961205.1	100.0
WP_272881226.1	WP_323733866	96.774
WP_255062500	WP_272881226.1	96.774
WP_044693361	WP_226961205.1	95.604
WP_226961205.1	WP_240211071	100.0
WP_263775130	WP_272881226.1	96.774
WP_040366718.1	WP_147607111	96.552
WP_040366718.1	WP_311817559	100.0
WP_014917208	WP_226961205.1	100.0
WP_272842929	WP_272881226.1	96.774
WP_040366718.1	WP_142959613	96.552
WP_040366718.1	WP_238330051	96.552
WP_040366718.1	WP_270281460	100.0
WP_010724333	WP_040366718.1	96.552
WP_010775591	WP_040366718.1	100.0
WP_040366718.1	WP_241689015	100.0
WP_040366718.1	WP_243572908	100.0
WP_261310675	WP_272881226.1	96.774
WP_040366718.1	WP_258079020	100.0
WP_040366718.1	WP_271859961	100.0
WP_040366718.1	WP_322398373	96.552
WP_040366718.1	WP_253263304	96.552
WP_040366718.1	WP_395532396	100.0
WP_040366718.1	WP_325820473	100.0
WP_272881226.1	WP_407218356	96.774
WP_040366718.1	WP_270216850	100.0
WP_040366718.1	WP_245785527	100.0
WP_040366718.1	WP_375826544	100.0
WP_040366718.1	WP_256924886	100.0
WP_226961205.1	WP_318817174	100.0
WP_114138886	WP_272881226.1	96.774
WP_040366718.1	WP_368241399	96.552
WP_332606491.1	WP_332652737	99.2
WP_332652737	WP_417064782.1	100.0
WP_124065253.1	WP_332652737	100.0
WP_040366718.1	WP_278019515	96.552
WP_040366718.1	WP_218569191	96.552
WP_040366718.1	WP_225596626	96.552
WP_249515314	WP_272881226.1	96.774
WP_040366718.1	WP_225595090	96.552
WP_272881226.1	WP_371330349	96.774
WP_040366718.1	WP_284868366	96.552
WP_040366718.1	WP_369672417	96.552
WP_272881226.1	WP_371333752	96.774
WP_350502055	WP_410401005.1	96.552
WP_261289657	WP_272881226.1	96.774
WP_244591735	WP_272881226.1	96.774
WP_053901448	WP_272881226.1	96.774
WP_097506137	WP_272881226.1	96.774
WP_272881226.1	WP_283798173	96.774
WP_097414149	WP_272881226.1	96.774
WP_040366718.1	WP_407027160	96.552
WP_267203781	WP_272881226.1	96.774
WP_249533828	WP_272881226.1	96.774
WP_272881226.1	WP_286933439	96.774
WP_272881226.1	WP_305867881	96.774
WP_263131913	WP_272881226.1	96.774
WP_163427638	WP_272881226.1	96.774
WP_001278662	WP_272881226.1	96.774
WP_100692674	WP_272881226.1	96.774
WP_097748978	WP_272881226.1	96.774
WP_147718904	WP_272881226.1	96.774
WP_085455720	WP_272881226.1	96.774
WP_105282360	WP_272881226.1	96.774
WP_032241071	WP_272881226.1	96.774
WP_272881226.1	WP_407233328	96.774
WP_140005999	WP_272881226.1	96.774
WP_248841087	WP_272881226.1	96.774
WP_072644865	WP_272881226.1	96.774
WP_096778028	WP_272881226.1	96.774
WP_272881226.1	WP_318220704	96.774
WP_243055920	WP_272881226.1	96.774
WP_103468415	WP_272881226.1	96.774
WP_272881226.1	WP_407230818	96.774
WP_172410570	WP_272881226.1	96.774
WP_048228060	WP_272881226.1	96.774
WP_272881226.1	WP_286632053	96.774
WP_001278661	WP_272881226.1	96.774
WP_088568788	WP_272881226.1	96.774
WP_272881226.1	WP_311237969	96.774
WP_096261741	WP_272881226.1	96.774
WP_061357199	WP_272881226.1	96.774
WP_194849435	WP_272881226.1	96.774
WP_153781354	WP_272881226.1	96.774
WP_272881226.1	WP_353525381	96.774
WP_146412182	WP_272881226.1	96.774
WP_268602808	WP_272881226.1	96.774
WP_196613834	WP_272881226.1	96.774
WP_272881226.1	WP_308733331	96.774
WP_272881226.1	WP_409024341	96.774
WP_040366718.1	WP_311847658	100.0
WP_040366718.1	WP_311817023	100.0
WP_272881226.1	WP_284554779	95.833
WP_252081503	WP_272881226.1	96.774
WP_272881226.1	WP_349482855	96.774
WP_243810409	WP_272881226.1	96.774
WP_227910661	WP_272881226.1	96.774
WP_272881226.1	WP_308332197	96.774
WP_250901997	WP_272881226.1	96.774
WP_115501475	WP_272881226.1	96.774
WP_115465647	WP_272881226.1	96.774
WP_272881226.1	WP_331326605	96.774
WP_165556506	WP_272881226.1	96.774
WP_052039259	WP_373879108.1	96.552
WP_061827378	WP_373879108.1	96.552
WP_099960298	WP_373879108.1	96.552
WP_251362409	WP_410401005.1	100.0
WP_250376679	WP_410401005.1	99.435
WP_100970212	WP_373879108.1	96.552
WP_340582659	WP_373879108.1	96.552
WP_251933974	WP_373879108.1	96.552
WP_289666377	WP_373879108.1	96.552
WP_241425009	WP_373879108.1	96.552
WP_094365749	WP_373879108.1	96.552
WP_162100803	WP_373879108.1	96.552
WP_076645149	WP_373879108.1	96.552
WP_226474262	WP_373879108.1	96.552
WP_141265856	WP_373879108.1	96.552
WP_251925496	WP_373879108.1	96.552
WP_310573195	WP_373879108.1	96.552
WP_249928821	WP_409997804.1	100.0
WP_278319728	WP_373879108.1	96.552
WP_254681276	WP_373879108.1	96.552
WP_250855108	WP_409997804.1	99.115
WP_016265246	WP_373879108.1	96.552
WP_368294281	WP_373879108.1	96.552
WP_014584482	WP_230577283.1	100.0
WP_013447916	WP_230577283.1	100.0
WP_226961205.1	WP_324826158	100.0
WP_323808049.1	WP_394606121	97.222
WP_226961205.1	WP_227013145	100.0
WP_226961205.1	WP_228477421	100.0
WP_252514362	WP_409997804.1	100.0
WP_230577283.1	WP_271237039	97.403
WP_332606493	WP_417064782.1	98.828
WP_332606493	WP_409240751.1	97.561
WP_260479442.1	WP_332606493	97.059
WP_253904954	WP_323808049.1	97.222
WP_267498443	WP_323808049.1	97.222
WP_237158989	WP_409997804.1	100.0
WP_291802237	WP_432281161.1	96.761
WP_227666605	WP_332606491.1	99.2
WP_124065253.1	WP_227666605	100.0
WP_152692415.1	WP_229233777	96.875
WP_228023579.1	WP_252656984	100.0
WP_237158988	WP_409997804.1	99.653
WP_228023579.1	WP_257123132	97.436
WP_228036025.1	WP_257123132	95.455
WP_024402395	WP_434999535.1	98.788
WP_250855106	WP_409997804.1	100.0
WP_023370277	WP_434999535.1	98.182
WP_332606491.1	WP_407245475	99.2
WP_124065253.1	WP_407245475	100.0
WP_407245475	WP_417064782.1	100.0
WP_104460386	WP_332606491.1	99.2
WP_104460386	WP_124065253.1	100.0
WP_230334552	WP_434999535.1	98.182
WP_201992565	WP_228023579.1	97.436
WP_201992565	WP_228036025.1	95.455
WP_249418450	WP_410401005.1	100.0
WP_228023579.1	WP_408841393	100.0
WP_228023579.1	WP_323917651	97.436
WP_228036025.1	WP_323917651	95.455
WP_228023579.1	WP_304519902	100.0
WP_249942392	WP_410401005.1	100.0
WP_251361775	WP_410401005.1	100.0
WP_152692415.1	WP_336846396	96.661
WP_251258108	WP_409997804.1	100.0
WP_337453636	WP_409997804.1	98.718
WP_063131931	WP_410401005.1	100.0
WP_250668006	WP_409997804.1	100.0
WP_247095357.1	WP_348646435	100.0
WP_331716283	WP_373879108.1	98.113
WP_141117533	WP_409997804.1	100.0
WP_329601897	WP_373879108.1	98.113
WP_347813926	WP_373879108.1	98.113
WP_248841952	WP_409997804.1	98.707
WP_409219144	WP_410401005.1	99.057
WP_164840364	WP_332606491.1	99.2
WP_124065253.1	WP_164840364	100.0
WP_332606491.1	WP_332868278	99.2
WP_124065253.1	WP_332868278	100.0
WP_228710993.1	WP_238971859	95.105
WP_228710993.1	WP_238969791	95.105
WP_142910119	WP_409997804.1	100.0
WP_232627596	WP_417064782.1	100.0
WP_232627596	WP_409240751.1	97.561
WP_232627596	WP_260479442.1	97.059
WP_253248802	WP_323808049.1	97.222
WP_152692415.1	WP_392440336	96.296
WP_065791085	WP_228710993.1	95.105
WP_252397772	WP_410401005.1	100.0
WP_069985718.1	WP_110198792	98.065
WP_265504468	WP_409231146.1	98.592
WP_265504468	WP_409231152.1	98.592
WP_265504468	WP_334199238.1	96.364
WP_265503066	WP_434335677.1	97.911
WP_019269577.1	WP_265503066	97.531
WP_243728866.1	WP_265503066	98.485
WP_041159810.1	WP_265503066	96.429
WP_284986547	WP_349472011.1	96.875
WP_011387484	WP_434335677.1	98.433
WP_011387484	WP_019269577.1	96.296
WP_011387484	WP_243728866.1	96.97
WP_011387484	WP_041159810.1	98.214
WP_011387484	WP_019269578.1	96.429
WP_161652932	WP_332606491.1	99.2
WP_124065253.1	WP_161652932	100.0
WP_046784161	WP_434335677.1	98.433
WP_019269577.1	WP_046784161	96.296
WP_046784161	WP_243728866.1	96.97
WP_041159810.1	WP_046784161	98.214
WP_019269578.1	WP_046784161	96.429
WP_251361773	WP_409997804.1	99.545
WP_023146725	WP_410401005.1	100.0
WP_176207326	WP_410401005.1	100.0
WP_065772151	WP_228710993.1	95.105
WP_161476339	WP_410401005.1	100.0
WP_248784181	WP_410401005.1	100.0
WP_369024705	WP_434335677.1	97.911
WP_243728866.1	WP_369024705	98.485
WP_004426373	WP_307444937.1	99.02
WP_259359064	WP_332606491.1	99.2
WP_124065253.1	WP_259359064	100.0
WP_198070814	WP_228710993.1	95.105
WP_142794085	WP_410401005.1	100.0
WP_265496313	WP_434335677.1	97.403
WP_243728866.1	WP_265496313	98.485
WP_095758858.1	WP_201897035	99.448
WP_187576388	WP_332606491.1	99.2
WP_124065253.1	WP_187576388	100.0
WP_250855104	WP_410401005.1	98.824
WP_252514363	WP_409997804.1	100.0
WP_368109294	WP_432281161.1	100.0
WP_161647796	WP_332606491.1	99.2
WP_124065253.1	WP_161647796	100.0
WP_163449955	WP_410401005.1	100.0
WP_368092249	WP_432281161.1	99.587
WP_324248966	WP_432281161.1	100.0
WP_346981556	WP_432281161.1	100.0
WP_087850366	WP_228710993.1	95.105
WP_262274643.1	WP_338190322	99.479
WP_262274644.1	WP_338190322	97.872
WP_149781865	WP_228710993.1	95.105
WP_213244804	WP_228710993.1	95.105
WP_346967983	WP_432281161.1	99.587
WP_346980229	WP_432281161.1	99.587
WP_228710995	WP_228712788.1	98.462
WP_228710995	WP_228712067.1	100.0
WP_228710995	WP_323808049.1	96.97
WP_228710993.1	WP_394520777	95.105
WP_228723001	WP_417064782.1	100.0
WP_228723001	WP_409240751.1	97.561
WP_228723001	WP_260479442.1	97.059
WP_210579360	WP_332606491.1	99.2
WP_124065253.1	WP_210579360	100.0
WP_407251256	WP_417064782.1	100.0
WP_407251256	WP_409240751.1	97.561
WP_260479442.1	WP_407251256	97.059
WP_340125808	WP_417064782.1	100.0
WP_340125808	WP_409240751.1	97.561
WP_260479442.1	WP_340125808	97.059
WP_251290465	WP_410401005.1	100.0
WP_262187856	WP_417064782.1	96.985
WP_262187856	WP_409240751.1	95.122
WP_207594129	WP_349472012.1	95.918
WP_045081926	WP_434335677.1	97.126
WP_045081926	WP_243728866.1	98.485
WP_036428024	WP_434335677.1	98.387
WP_036428024	WP_243728866.1	98.485
WP_019269576	WP_434335677.1	98.276
WP_019269576	WP_243728866.1	98.485
WP_337339400	WP_349472012.1	95.918
WP_332679052	WP_417064782.1	100.0
WP_332679052	WP_409240751.1	97.561
WP_260479442.1	WP_332679052	97.059
WP_087588798	WP_332606491.1	99.2
WP_087588798	WP_124065253.1	100.0
WP_165885141	WP_434335677.1	97.701
WP_165885141	WP_243728866.1	98.485
WP_228712788.1	WP_267452667	95.385
WP_228712067.1	WP_267452667	100.0
WP_203196676	WP_228710993.1	95.105
WP_230593178	WP_434335677.1	99.2
WP_230593178	WP_243728866.1	96.97
WP_214680451	WP_409997804.1	100.0
WP_250855107	WP_409997804.1	98.013
WP_165768429	WP_332606491.1	95.2
WP_165768429	WP_165768430.1	100.0
WP_210709120	WP_332606491.1	99.2
WP_124065253.1	WP_210709120	100.0
WP_270462657	WP_432281161.1	98.148
WP_247095357.1	WP_265003198	99.841
WP_040469358	WP_113774492.1	95.556
WP_215250478	WP_410401005.1	100.0
WP_228710993.1	WP_394606532	95.105
WP_238969398	WP_332606491.1	99.2
WP_124065253.1	WP_238969398	100.0
WP_228710993.1	WP_394611093	95.105
WP_204270503	WP_410401005.1	100.0
WP_095669547	WP_113774492.1	100.0
WP_312701131	WP_410401005.1	100.0
WP_226961205.1	WP_236579322	100.0
WP_264752709	WP_409997804.1	98.958
WP_169050784	WP_332606491.1	99.2
WP_124065253.1	WP_169050784	100.0
WP_187576451	WP_332606491.1	99.2
WP_124065253.1	WP_187576451	100.0
WP_203168226	WP_228710993.1	95.105
WP_188117119	WP_332606491.1	99.2
WP_124065253.1	WP_188117119	100.0
WP_222926847	WP_228710993.1	95.105
WP_331387339	WP_332606491.1	99.2
WP_124065253.1	WP_331387339	100.0
WP_232627577	WP_332606491.1	99.2
WP_124065253.1	WP_232627577	100.0
WP_057072958	WP_332606491.1	96.0
WP_057072958	WP_124065253.1	100.0
WP_348831803	WP_409997804.1	95.89
WP_271093393	WP_409997804.1	99.444
WP_062894303	WP_409997804.1	96.575
WP_332606491.1	WP_332679199	99.2
WP_124065253.1	WP_332679199	100.0
WP_228710993.1	WP_394469545	95.105
WP_227627404	WP_332606491.1	99.2
WP_124065253.1	WP_227627404	100.0
WP_040366718.1	WP_311819670	100.0
WP_228710993.1	WP_394606905	95.105
WP_119212774.1	WP_119218706	100.0
WP_333771957	WP_417064782.1	100.0
WP_333771957	WP_409240751.1	97.561
WP_260479442.1	WP_333771957	97.059
WP_320384837	WP_410401005.1	100.0
WP_228712067.1	WP_395039532	100.0
WP_228712788.1	WP_395039532	96.774
WP_069985718.1	WP_305194820	99.16
WP_228712788.1	WP_394515887	97.778
WP_228712067.1	WP_394515887	100.0
WP_228710993.1	WP_333954075	95.105
WP_251287723	WP_409997804.1	100.0
WP_243728867	WP_434335677.1	98.765
WP_107318709	WP_228710993.1	95.105
WP_124040463	WP_332606491.1	99.167
WP_124040463	WP_124065253.1	100.0
WP_146643783	WP_409997804.1	100.0
WP_133092126	WP_370530164.1	95.0
WP_040366718.1	WP_333720143	96.552
WP_332606491.1	WP_332679050	99.2
WP_124065253.1	WP_332679050	100.0
WP_102090000	WP_228710993.1	95.105
WP_228710993.1	WP_394606730	95.105
WP_093987474	WP_228710993.1	95.105
WP_228710993.1	WP_394479982	95.105
WP_065772355	WP_228710993.1	95.105
WP_228710993.1	WP_407251356	95.105
WP_040366718.1	WP_142956017	100.0
WP_271087120	WP_409997804.1	100.0
WP_264752710	WP_409997804.1	99.029
WP_053886239	WP_409997804.1	100.0
WP_228712788.1	WP_394504887	95.238
WP_228710993.1	WP_394606434	95.105
WP_212767994	WP_409997804.1	100.0
WP_250394161	WP_409997804.1	99.301
WP_252358772	WP_409997804.1	100.0
WP_212768005	WP_409997804.1	100.0
WP_065772103	WP_228710993.1	95.105
WP_228710993.1	WP_394606452	95.105
WP_057191852	WP_228710993.1	95.105
WP_040366718.1	WP_253263110	96.552
WP_040366718.1	WP_258075881	100.0
WP_228710993.1	WP_394606984	95.105
WP_152692415.1	WP_176193724	95.833
WP_228710993.1	WP_408882440	95.105
WP_210408756	WP_228710993.1	95.105
WP_057190336.1	WP_210408756	98.485
WP_228710993.1	WP_262361641	95.105
WP_057190336.1	WP_262361641	98.485
WP_057190336.1	WP_259272383	98.485
WP_165768430.1	WP_353580837	95.763
WP_124065253.1	WP_353580837	100.0
WP_124065257.1	WP_353580837	100.0
WP_228710024	WP_228710993.1	95.105
WP_165768430.1	WP_327027658	95.763
WP_124065257.1	WP_327027658	100.0
WP_124065253.1	WP_327027658	97.297
WP_124065253.1	WP_332606490	100.0
WP_130166568	WP_285220741.1	100.0
WP_228710993.1	WP_394605972	95.652
WP_057190336.1	WP_394605972	98.485
WP_136086445	WP_152692415.1	95.226
WP_057190336.1	WP_373859701	98.485
WP_097478955	WP_249533827.1	100.0
WP_342751093	WP_425429174.1	100.0
WP_097425800	WP_249533827.1	100.0
WP_096996960	WP_249533827.1	100.0
WP_249533827.1	WP_284554624	100.0
WP_249533827.1	WP_267200225	100.0
WP_249533827.1	WP_284556596	100.0
WP_140044722	WP_249533827.1	100.0
WP_137540006	WP_249533827.1	100.0
WP_097416313	WP_249533827.1	100.0
WP_249533827.1	WP_263895512	100.0
WP_180397331	WP_249533827.1	100.0
WP_139618852	WP_233433202.1	100.0
WP_165768430.1	WP_318590288	95.763
WP_124065257.1	WP_318590288	100.0
WP_233433202.1	WP_245394175	97.959
WP_245394175	WP_249533827.1	95.918
WP_233433202.1	WP_259272204	100.0
WP_249533827.1	WP_250115252	100.0
WP_249533827.1	WP_407218355	100.0
WP_249533827.1	WP_261310674	100.0
WP_244429478	WP_249533827.1	100.0
WP_249533827.1	WP_252498763	100.0
WP_238989866.1	WP_372433453	97.688
WP_165768430.1	WP_332679047	95.763
WP_124065257.1	WP_332679047	100.0
WP_181713523	WP_409997804.1	100.0
WP_268635160	WP_409997804.1	100.0
WP_160520264	WP_409997804.1	97.872
WP_139774369	WP_409997804.1	100.0
WP_353891324	WP_373879108.1	96.552
WP_069985718.1	WP_305205294	100.0
WP_341783789	WP_373879108.1	96.552
WP_251950508	WP_373879108.1	96.552
WP_042856981	WP_409997804.1	100.0
WP_338321817	WP_373879108.1	98.182
WP_341783780	WP_373879108.1	98.182
WP_133285953	WP_373879108.1	98.182
WP_371861458	WP_373879108.1	98.182
WP_045146807	WP_409997804.1	100.0
WP_226961206	WP_228475700.1	99.231
WP_226961206	WP_228477217.1	99.67
WP_226961206	WP_274758025.1	100.0
WP_226961206	WP_239022530.1	98.529
WP_332424138	WP_434999535.1	98.795
WP_228475700.1	WP_228477420	99.231
WP_228477217.1	WP_228477420	99.67
WP_228477420	WP_274758025.1	100.0
WP_228477420	WP_239022530.1	98.529
WP_152692415.1	WP_176193688	95.628
WP_152692415.1	WP_229233552	98.137
WP_226961205.1	WP_228380910	100.0
