Target Name	Accession	Query Name	E-value	Score	Start	End	Description
PRTase-CE	PF24390.1	WP_089047954	8.3e-34	118.0	24	261	PRTase-CE
PRTase-CE	PF24390.1	WP_218731551	4.4e-33	115.6	3	251	PRTase-CE
PRTase-CE	PF24390.1	WP_343316418	1.5e-43	149.9	11	287	PRTase-CE
PRTase-CE	PF24390.1	WP_348013718	1.5e-41	143.3	15	289	PRTase-CE
PRTase-CE	PF24390.1	WP_057064149	6.8e-44	151.0	33	310	PRTase-CE
PRTase-CE	PF24390.1	WP_146579639	1e-40	140.6	12	279	PRTase-CE
PRTase-CE	PF24390.1	WP_161056712	5.5e-45	154.6	13	274	PRTase-CE
PRTase-CE	PF24390.1	WP_175541830	2.4e-38	132.9	1	268	PRTase-CE
PRTase-CE	PF24390.1	WP_000564578	6.8e-44	151.0	33	310	PRTase-CE
PRTase-CE	PF24390.1	WP_198065215	8.5e-44	150.7	33	310	PRTase-CE
PRTase-CE	PF24390.1	WP_135794929	6.1e-53	180.7	26	293	PRTase-CE
PRTase-CE	PF24390.1	WP_047989987	2.3e-33	116.5	35	275	PRTase-CE
PRTase-CE	PF24390.1	WP_143279171	1.6e-45	156.3	5	241	PRTase-CE
PRTase-CE	PF24390.1	WP_087495456	2.8e-39	135.9	26	291	PRTase-CE
PRTase-CE	PF24390.1	WP_095245164	1.1e-30	107.7	35	274	PRTase-CE
PRTase-CE	PF24390.1	WP_339731028	9.9e-40	137.4	15	287	PRTase-CE
PRTase-CE	PF24390.1	WP_143710595	1.7e-46	159.5	29	295	PRTase-CE
UPRTase	PF14681.12	WP_143710595	0.00027	20.9	147	216	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_375103254	4.1e-32	112.4	29	270	PRTase-CE
PRTase-CE	PF24390.1	WP_248348760	5.7e-36	125.1	33	270	PRTase-CE
PRTase-CE	PF24390.1	WP_187728764	9.8e-44	150.5	30	265	PRTase-CE
PRTase-CE	PF24390.1	WP_280043487	1.6e-43	149.8	33	310	PRTase-CE
PRTase-CE	PF24390.1	WP_352776086	1.8e-46	159.4	22	284	PRTase-CE
PRTase-CE	PF24390.1	WP_164111983	1.9e-42	146.3	31	293	PRTase-CE
PRTase-CE	PF24390.1	WP_141401556	1.6e-34	120.3	23	279	PRTase-CE
PRTase-CE	PF24390.1	WP_282030017	7.9e-43	147.5	23	286	PRTase-CE
PRTase-CE	PF24390.1	WP_219605177	2e-23	84.0	2	102	PRTase-CE
PRTase-CE	PF24390.1	WP_222257409	4.9e-39	135.1	37	271	PRTase-CE
PRTase-CE	PF24390.1	WP_186912353	4.2e-49	168.1	6	270	PRTase-CE
PRTase-CE	PF24390.1	WP_316805369	2e-28	100.4	11	252	PRTase-CE
PRTase-CE	PF24390.1	WP_316144968	9.1e-45	153.9	25	290	PRTase-CE
PRTase-CE	PF24390.1	WP_303577034	1.1e-43	150.4	32	309	PRTase-CE
PRTase-CE	PF24390.1	WP_188137832	6e-40	138.1	35	311	PRTase-CE
PRTase-CE	PF24390.1	WP_368109720	1e-49	170.1	30	301	PRTase-CE
PRTase-CE	PF24390.1	WP_226783290	1.5e-40	140.0	5	241	PRTase-CE
PRTase-CE	PF24390.1	WP_046133446	1.6e-42	146.5	13	270	PRTase-CE
PRTase-CE	PF24390.1	WP_408395210	1.8e-42	146.4	34	297	PRTase-CE
PRTase-CE	PF24390.1	WP_323520869	9.8e-44	150.5	3	259	PRTase-CE
PRTase-CE	PF24390.1	WP_290868723	3.4e-43	148.7	33	294	PRTase-CE
PRTase-CE	PF24390.1	WP_273635675	1.5e-33	117.1	3	236	PRTase-CE
PRTase-CE	PF24390.1	WP_303914825	3.6e-50	171.6	30	299	PRTase-CE
PRTase-CE	PF24390.1	WP_092406688	1.4e-42	146.7	29	293	PRTase-CE
PRTase-CE	PF24390.1	WP_182266925	8.4e-43	147.4	2	256	PRTase-CE
PRTase-CE	PF24390.1	WP_209762213	7.7e-44	150.8	11	287	PRTase-CE
PRTase-CE	PF24390.1	WP_300558974	1.1e-41	143.8	15	288	PRTase-CE
PRTase-CE	PF24390.1	WP_343586000	3.4e-32	112.7	32	264	PRTase-CE
PRTase-CE	PF24390.1	WP_294589923	2.6e-50	172.1	30	299	PRTase-CE
PRTase-CE	PF24390.1	WP_034022690	2.3e-44	152.6	25	290	PRTase-CE
PRTase-CE	PF24390.1	WP_324873042	5.3e-41	141.6	24	284	PRTase-CE
PRTase-CE	PF24390.1	WP_226439316	1.2e-39	137.1	25	291	PRTase-CE
PRTase-CE	PF24390.1	WP_392422290	8.5e-43	147.4	2	256	PRTase-CE
PRTase-CE	PF24390.1	WP_124579782	5.1e-41	141.6	1	269	PRTase-CE
PRTase-CE	PF24390.1	WP_204392365	1.1e-49	170.1	30	299	PRTase-CE
PRTase-CE	PF24390.1	WP_337458549	1.6e-29	103.9	11	263	PRTase-CE
PRTase-CE	PF24390.1	WP_408279597	4e-36	125.6	2	265	PRTase-CE
PRTase-CE	PF24390.1	WP_291443232	2.6e-39	136.0	3	268	PRTase-CE
PRTase-CE	PF24390.1	WP_025130863	3e-43	148.9	7	271	PRTase-CE
PRTase-CE	PF24390.1	WP_181551725	5.3e-44	151.4	39	308	PRTase-CE
PRTase-CE	PF24390.1	WP_267142397	4.4e-45	154.9	1	271	PRTase-CE
PRTase-CE	PF24390.1	WP_160059890	1.3e-41	143.6	7	265	PRTase-CE
PRTase-CE	PF24390.1	WP_330212084	3.3e-39	135.7	29	295	PRTase-CE
PRTase-CE	PF24390.1	WP_257199475	2.3e-33	116.5	3	236	PRTase-CE
PRTase-CE	PF24390.1	WP_298210753	1.2e-37	130.6	26	290	PRTase-CE
PRTase-CE	PF24390.1	WP_027912798	1.3e-44	153.4	29	293	PRTase-CE
PRTase-CE	PF24390.1	WP_346471186	3.1e-38	132.5	2	270	PRTase-CE
PRTase-CE	PF24390.1	WP_236896351	3.9e-34	119.0	14	256	PRTase-CE
Pribosyltran	PF00156.33	WP_236896351	2.2e-05	24.2	114	168	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_275681712	1.3e-39	137.0	1	263	PRTase-CE
PRTase-CE	PF24390.1	WP_157003282	5.4e-44	151.4	15	288	PRTase-CE
PRTase-CE	PF24390.1	WP_335426924	1.1e-34	120.9	2	226	PRTase-CE
Pribosyltran	PF00156.33	WP_335426924	5.5e-07	29.4	76	115	Phosphoribosyl transferase domain
PRTase_2	PF15609.12	WP_335426924	0.00017	21.6	80	133	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_035625796	4.4e-30	105.8	32	264	PRTase-CE
PRTase-CE	PF24390.1	WP_056192238	1.1e-38	133.9	26	290	PRTase-CE
PRTase-CE	PF24390.1	WP_340339558	8.5e-37	127.8	7	271	PRTase-CE
PRTase-CE	PF24390.1	WP_146346765	3.5e-43	148.7	1	266	PRTase-CE
PRTase-CE	PF24390.1	WP_146094059	1.8e-38	133.3	2	270	PRTase-CE
PRTase-CE	PF24390.1	WP_339496735	1.9e-39	136.5	23	287	PRTase-CE
PRTase-CE	PF24390.1	WP_124374146	1.1e-47	163.4	17	276	PRTase-CE
UPRTase	PF14681.12	WP_124374146	0.00035	20.5	139	197	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_098732785	1e-34	121.0	22	291	PRTase-CE
PRTase-CE	PF24390.1	WP_223569836	4.2e-40	138.6	29	295	PRTase-CE
PRTase-CE	PF24390.1	WP_294770284	1.6e-37	130.2	7	272	PRTase-CE
PRTase-CE	PF24390.1	WP_146080741	2e-28	100.4	21	205	PRTase-CE
PRTase-CE	PF24390.1	WP_202884348	1.2e-39	137.1	23	287	PRTase-CE
PRTase-CE	PF24390.1	WP_369641569	4.8e-35	122.0	2	265	PRTase-CE
PRTase-CE	PF24390.1	WP_196323886	3.7e-35	122.4	16	283	PRTase-CE
PRTase-CE	PF24390.1	WP_038698329	1.2e-35	124.0	25	340	PRTase-CE
PRTase-CE	PF24390.1	WP_073470937	1.6e-43	149.8	7	271	PRTase-CE
PRTase-CE	PF24390.1	WP_155837005	1.8e-38	133.3	1	268	PRTase-CE
PRTase-CE	PF24390.1	WP_134784957	2e-42	146.2	7	271	PRTase-CE
PRTase-CE	PF24390.1	WP_193537595	5.4e-32	112.0	17	253	PRTase-CE
PRTase-CE	PF24390.1	WP_127997657	1.1e-35	124.1	3	265	PRTase-CE
PRTase-CE	PF24390.1	WP_273751602	1.3e-34	120.6	2	226	PRTase-CE
Pribosyltran	PF00156.33	WP_273751602	5.5e-07	29.4	76	115	Phosphoribosyl transferase domain
PRTase_2	PF15609.12	WP_273751602	0.00016	21.7	80	133	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_261762453	3.9e-45	155.1	33	295	PRTase-CE
PRTase-CE	PF24390.1	WP_224794383	7.9e-40	137.7	23	287	PRTase-CE
PRTase-CE	PF24390.1	WP_095489628	6.5e-42	144.5	29	291	PRTase-CE
PRTase-CE	PF24390.1	WP_204127132	6.8e-44	151.0	7	271	PRTase-CE
PRTase-CE	PF24390.1	WP_148253385	9e-46	157.2	34	294	PRTase-CE
UPRTase	PF14681.12	WP_148253385	0.00051	20.0	156	213	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_298242769	8e-43	147.5	1	237	PRTase-CE
PRTase-CE	PF24390.1	WP_055016603	2e-46	159.3	11	279	PRTase-CE
PRTase-CE	PF24390.1	WP_157740552	4.7e-31	109.0	3	272	PRTase-CE
PRTase-CE	PF24390.1	WP_352483756	4.8e-40	138.4	12	271	PRTase-CE
PRTase-CE	PF24390.1	WP_301375338	6.2e-40	138.0	34	306	PRTase-CE
PRTase-CE	PF24390.1	WP_314553244	2.8e-51	175.2	3	273	PRTase-CE
PRTase-CE	PF24390.1	WP_210608071	6e-32	111.9	9	248	PRTase-CE
Pribosyltran	PF00156.33	WP_210608071	0.00043	20.0	58	155	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_008950572	1.4e-48	166.4	39	307	PRTase-CE
PRTase-CE	PF24390.1	WP_374407906	7.1e-36	124.7	2	265	PRTase-CE
PRTase-CE	PF24390.1	WP_151140551	1.2e-47	163.4	35	294	PRTase-CE
UPRTase	PF14681.12	WP_151140551	5.4e-05	23.1	157	214	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_318290584	1.8e-30	107.1	15	263	PRTase-CE
PRTase-CE	PF24390.1	WP_167860895	5.3e-21	76.0	10	172	PRTase-CE
PRTase-CE	PF24390.1	WP_060364034	1.5e-41	143.4	32	297	PRTase-CE
PRTase-CE	PF24390.1	WP_186569172	2.1e-45	156.0	14	280	PRTase-CE
PRTase-CE	PF24390.1	WP_319300850	2.3e-26	93.6	5	282	PRTase-CE
PRTase-CE	PF24390.1	WP_148309146	1.6e-44	153.1	5	241	PRTase-CE
PRTase-CE	PF24390.1	WP_281980764	1.5e-35	123.7	4	247	PRTase-CE
PRTase-CE	PF24390.1	WP_101064513	2.6e-59	201.6	2	264	PRTase-CE
Pribosyltran	PF00156.33	WP_101064513	0.00047	19.9	106	177	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_305484657	7.3e-39	134.5	23	287	PRTase-CE
PRTase-CE	PF24390.1	WP_066007877	3e-33	116.1	3	251	PRTase-CE
PRTase-CE	PF24390.1	WP_248991898	7.8e-46	157.4	33	295	PRTase-CE
PRTase-CE	PF24390.1	WP_339238866	1e-31	111.1	27	268	PRTase-CE
PRTase-CE	PF24390.1	WP_336072194	7.4e-39	134.5	29	295	PRTase-CE
PRTase-CE	PF24390.1	WP_352981175	6.1e-40	138.1	12	271	PRTase-CE
PRTase-CE	PF24390.1	WP_207260553	1.6e-45	156.3	17	276	PRTase-CE
PRTase-CE	PF24390.1	WP_342310564	4.1e-41	141.9	32	297	PRTase-CE
PRTase-CE	PF24390.1	WP_330542215	6.7e-42	144.5	7	271	PRTase-CE
PRTase-CE	PF24390.1	WP_259447134	1.4e-41	143.5	32	299	PRTase-CE
PRTase-CE	PF24390.1	WP_200595579	1.1e-47	163.5	30	292	PRTase-CE
PRTase-CE	PF24390.1	WP_354075687	1.1e-32	114.2	2	266	PRTase-CE
PRTase-CE	PF24390.1	WP_339706477	1.9e-37	129.9	1	268	PRTase-CE
PRTase-CE	PF24390.1	WP_180831788	1.5e-39	136.8	1	247	PRTase-CE
PRTase-CE	PF24390.1	WP_183010644	8.8e-39	134.3	2	263	PRTase-CE
PRTase-CE	PF24390.1	WP_318619153	4.8e-32	112.2	5	246	PRTase-CE
PRTase-CE	PF24390.1	WP_269897615	1.5e-31	110.6	2	246	PRTase-CE
Pribosyltran	PF00156.33	WP_269897615	4.4e-06	26.5	99	155	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_073588669	9.4e-40	137.5	26	265	PRTase-CE
PRTase-CE	PF24390.1	WP_294849599	1.7e-37	130.0	8	247	PRTase-CE
PRTase_2	PF15609.12	WP_294849599	1.9e-05	24.7	106	171	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_126074793	3.5e-41	142.1	23	284	PRTase-CE
PRTase-CE	PF24390.1	WP_377733473	2.4e-46	159.0	17	276	PRTase-CE
PRTase-CE	PF24390.1	WP_157929230	2.6e-21	77.1	21	219	PRTase-CE
PRTase-CE	PF24390.1	WP_294799674	1.7e-37	130.0	8	247	PRTase-CE
PRTase_2	PF15609.12	WP_294799674	1.9e-05	24.7	106	171	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_165588301	2.6e-21	77.1	21	219	PRTase-CE
PRTase-CE	PF24390.1	WP_373941037	2.4e-35	123.0	4	248	PRTase-CE
PRTase-CE	PF24390.1	WP_315167756	2e-44	152.7	34	292	PRTase-CE
PRTase-CE	PF24390.1	WP_075282393	1.3e-28	101.0	27	259	PRTase-CE
PRTase-CE	PF24390.1	WP_071720834	2.2e-32	113.3	16	253	PRTase-CE
PRTase-CE	PF24390.1	WP_248672460	6.2e-42	144.6	7	271	PRTase-CE
PRTase-CE	PF24390.1	WP_371545080	8.8e-46	157.2	11	279	PRTase-CE
PRTase-CE	PF24390.1	WP_157835602	4.8e-21	76.2	4	199	PRTase-CE
PRTase-CE	PF24390.1	WP_241286483	3.9e-36	125.6	29	299	PRTase-CE
PRTase-CE	PF24390.1	WP_049732990	2.9e-37	129.3	11	272	PRTase-CE
PRTase-CE	PF24390.1	WP_353159926	3.9e-28	99.4	43	315	PRTase-CE
PRTase-CE	PF24390.1	WP_180073523	5e-44	151.5	11	287	PRTase-CE
PRTase-CE	PF24390.1	WP_131832297	9.3e-21	75.2	8	196	PRTase-CE
PRTase-CE	PF24390.1	WP_279833071	4.6e-32	112.3	9	254	PRTase-CE
PRTase-CE	PF24390.1	WP_037143976	1.3e-19	71.4	1	303	PRTase-CE
PRTase-CE	PF24390.1	WP_089860964	4e-29	102.6	23	256	PRTase-CE
PRTase-CE	PF24390.1	WP_232277455	5.3e-29	102.2	14	258	PRTase-CE
PRTase-CE	PF24390.1	WP_386962221	2e-46	159.3	23	287	PRTase-CE
PRTase-CE	PF24390.1	WP_294359558	4.2e-30	105.8	18	240	PRTase-CE
PRTase-CE	PF24390.1	WP_248121887	5.5e-49	167.7	1	269	PRTase-CE
PRTase-CE	PF24390.1	WP_268883085	8e-41	141.0	5	241	PRTase-CE
PRTase-CE	PF24390.1	WP_128598394	5e-43	148.2	23	287	PRTase-CE
PRTase-CE	PF24390.1	WP_261973806	1.8e-35	123.4	4	248	PRTase-CE
PRTase-CE	PF24390.1	WP_288013685	3.7e-47	161.7	1	267	PRTase-CE
PRTase-CE	PF24390.1	WP_003581620	3.5e-36	125.8	29	290	PRTase-CE
PRTase-CE	PF24390.1	WP_286732643	1.8e-51	175.8	12	278	PRTase-CE
PRTase-CE	PF24390.1	WP_324986629	9.2e-26	91.6	3	117	PRTase-CE
PRTase-CE	PF24390.1	WP_354328231	1.4e-41	143.5	32	291	PRTase-CE
PRTase-CE	PF24390.1	WP_367070855	2.1e-39	136.3	23	290	PRTase-CE
PRTase-CE	PF24390.1	WP_144368449	1.1e-36	127.5	3	241	PRTase-CE
PRTase_2	PF15609.12	WP_144368449	2.9e-05	24.1	99	165	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_055055509	1.1e-36	127.5	3	241	PRTase-CE
PRTase_2	PF15609.12	WP_055055509	2.9e-05	24.1	99	165	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_157377079	9.4e-32	111.3	10	275	PRTase-CE
PRTase-CE	PF24390.1	WP_212674006	1.3e-43	150.1	24	284	PRTase-CE
PRTase-CE	PF24390.1	WP_313325966	8e-35	121.3	1	269	PRTase-CE
PRTase-CE	PF24390.1	WP_115809444	6.1e-34	118.4	11	256	PRTase-CE
PRTase-CE	PF24390.1	WP_008224318	1.7e-52	179.2	11	282	PRTase-CE
PRTase-CE	PF24390.1	WP_349164100	7.2e-32	111.6	1	213	PRTase-CE
PRTase-CE	PF24390.1	WP_345947711	3.1e-47	162.0	12	279	PRTase-CE
PRTase-CE	PF24390.1	WP_024716277	9.2e-34	117.8	26	263	PRTase-CE
PRTase-CE	PF24390.1	WP_346244549	3.4e-31	109.4	39	306	PRTase-CE
PRTase-CE	PF24390.1	WP_183556609	6.9e-42	144.5	22	295	PRTase-CE
PRTase-CE	PF24390.1	WP_263703503	2.4e-32	113.2	17	253	PRTase-CE
PRTase-CE	PF24390.1	WP_059141440	1.7e-29	103.8	33	264	PRTase-CE
PRTase-CE	PF24390.1	WP_066538799	3.4e-36	125.8	4	243	PRTase-CE
PRTase_2	PF15609.12	WP_066538799	0.00013	21.9	89	167	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_052720003	9.1e-34	117.9	26	263	PRTase-CE
PRTase-CE	PF24390.1	WP_143040180	1.9e-48	165.9	22	284	PRTase-CE
Pribosyltran	PF00156.33	WP_143040180	0.001	18.8	135	167	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_311789662	8.7e-26	91.7	4	270	PRTase-CE
PRTase-CE	PF24390.1	WP_283638506	1.9e-26	93.9	10	242	PRTase-CE
PRTase-CE	PF24390.1	WP_187290227	8.8e-39	134.3	2	257	PRTase-CE
PRTase-CE	PF24390.1	WP_317009805	9.8e-40	137.4	33	300	PRTase-CE
Pribosyltran	PF00156.33	WP_317009805	0.0008	19.1	114	166	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_069964141	9.1e-34	117.9	26	263	PRTase-CE
PRTase-CE	PF24390.1	WP_162427871	8.5e-36	124.5	2	272	PRTase-CE
PRTase-CE	PF24390.1	WP_236364645	5.1e-43	148.2	34	292	PRTase-CE
PRTase-CE	PF24390.1	WP_191206343	2.6e-33	116.3	44	302	PRTase-CE
PRTase-CE	PF24390.1	WP_114405880	4.4e-39	135.3	3	272	PRTase-CE
PRTase-CE	PF24390.1	WP_271996904	1.9e-34	120.1	34	304	PRTase-CE
Resolvase	PF00239.26	WP_271996904	0.00063	20.2	146	235	Resolvase, N terminal domain
PRTase-CE	PF24390.1	WP_056813300	5.3e-34	118.6	10	258	PRTase-CE
PRTase-CE	PF24390.1	WP_305977457	5e-52	177.7	11	282	PRTase-CE
PRTase-CE	PF24390.1	WP_309310492	1.2e-33	117.5	21	257	PRTase-CE
PRTase-CE	PF24390.1	WP_226942394	1.8e-16	61.1	2	108	PRTase-CE
PRTase-CE	PF24390.1	WP_267175556	5.8e-41	141.4	11	270	PRTase-CE
PRTase-CE	PF24390.1	WP_126678417	1.8e-54	185.7	7	277	PRTase-CE
PRTase-CE	PF24390.1	WP_063317676	4.9e-43	148.2	43	307	PRTase-CE
Kdo	PF06293.20	WP_063317676	0.00016	21.6	60	111	Lipopolysaccharide kinase (Kdo/WaaP) family
PRTase-CE	PF24390.1	WP_138945360	5.5e-29	102.2	1	248	PRTase-CE
PRTase-CE	PF24390.1	WP_195787618	2.1e-32	113.4	5	249	PRTase-CE
PRTase-CE	PF24390.1	WP_320543139	1.3e-32	114.0	14	258	PRTase-CE
PRTase-CE	PF24390.1	WP_328239319	1.1e-18	68.4	27	230	PRTase-CE
PRTase-CE	PF24390.1	WP_086209877	1.8e-35	123.4	29	297	PRTase-CE
PRTase-CE	PF24390.1	WP_274052273	9.6e-49	166.9	11	270	PRTase-CE
PRTase-CE	PF24390.1	WP_318329135	2e-48	165.9	6	268	PRTase-CE
Pribosyltran	PF00156.33	WP_318329135	1.8e-05	24.5	108	170	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_139194219	2.1e-36	126.5	4	263	PRTase-CE
PRTase-CE	PF24390.1	WP_206573203	7.3e-49	167.3	33	292	PRTase-CE
PRTase-CE	PF24390.1	WP_289282843	3.1e-41	142.3	34	295	PRTase-CE
PRTase-CE	PF24390.1	WP_315223976	6.3e-41	141.3	7	281	PRTase-CE
PRTase-CE	PF24390.1	WP_345888779	2.2e-34	119.9	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_239209568	1e-18	68.5	25	162	PRTase-CE
PRTase-CE	PF24390.1	WP_281203008	6.7e-33	115.0	16	253	PRTase-CE
PRTase-CE	PF24390.1	WP_123116690	2.6e-34	119.6	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_188746669	3.1e-44	152.1	40	294	PRTase-CE
PRTase-CE	PF24390.1	WP_351189812	2.6e-44	152.4	11	277	PRTase-CE
PRTase-CE	PF24390.1	WP_131822606	2.7e-41	142.5	10	271	PRTase-CE
PRTase-CE	PF24390.1	WP_170764876	9.2e-36	124.4	6	265	PRTase-CE
PRTase-CE	PF24390.1	WP_057625719	4.9e-45	154.8	29	290	PRTase-CE
PRTase-CE	PF24390.1	WP_141772297	4.1e-35	122.3	10	270	PRTase-CE
PRTase-CE	PF24390.1	WP_076152530	2.9e-29	103.1	27	292	PRTase-CE
PRTase-CE	PF24390.1	WP_186871157	1e-33	117.7	45	304	PRTase-CE
PRTase-CE	PF24390.1	WP_353041292	5e-43	148.2	29	291	PRTase-CE
PRTase-CE	PF24390.1	WP_062475509	2.7e-41	142.5	7	265	PRTase-CE
PRTase-CE	PF24390.1	WP_327012614	1.4e-35	123.7	26	289	PRTase-CE
PRTase-CE	PF24390.1	WP_323508355	1.4e-35	123.7	26	289	PRTase-CE
PRTase-CE	PF24390.1	WP_345873397	4.2e-34	119.0	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_156473223	2.7e-33	116.3	2	265	PRTase-CE
PRTase-CE	PF24390.1	WP_181320715	1.5e-29	104.1	20	268	PRTase-CE
PRTase-CE	PF24390.1	WP_144218290	5e-34	118.7	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_400869016	6.7e-29	101.9	10	273	PRTase-CE
PRTase-CE	PF24390.1	WP_201713017	1e-33	117.7	16	253	PRTase-CE
PRTase-CE	PF24390.1	WP_293414582	3.2e-35	122.6	2	265	PRTase-CE
PRTase-CE	PF24390.1	WP_267102560	8.6e-46	157.2	2	267	PRTase-CE
Pribosyltran	PF00156.33	WP_267102560	0.0007	19.3	99	137	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_308609508	2.9e-31	109.6	3	234	PRTase-CE
PRTase-CE	PF24390.1	WP_280330785	2.1e-29	103.5	23	261	PRTase-CE
PRTase-CE	PF24390.1	WP_087208178	3.7e-48	165.0	1	266	PRTase-CE
PRTase-CE	PF24390.1	WP_055669439	1.4e-31	110.7	3	241	PRTase-CE
Pribosyltran	PF00156.33	WP_055669439	3e-06	27.0	102	130	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_219012077	6.4e-34	118.3	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_163308646	1.3e-46	160.0	12	279	PRTase-CE
PRTase-CE	PF24390.1	WP_117587416	8.8e-49	167.0	27	298	PRTase-CE
PRTase-CE	PF24390.1	WP_301077956	2.7e-26	93.4	5	286	PRTase-CE
PRTase-CE	PF24390.1	WP_377633431	1.1e-30	107.7	10	258	PRTase-CE
PRTase-CE	PF24390.1	WP_194944499	3.1e-36	125.9	8	271	PRTase-CE
PRTase-CE	PF24390.1	WP_004762965	2.8e-37	129.3	19	275	PRTase-CE
PRTase-CE	PF24390.1	WP_158634436	7e-32	111.7	20	268	PRTase-CE
PRTase-CE	PF24390.1	WP_098645329	3.7e-29	102.7	3	190	PRTase-CE
PRTase-CE	PF24390.1	WP_218511643	1.6e-33	117.0	2	265	PRTase-CE
PRTase-CE	PF24390.1	WP_322130198	1e-33	117.7	1	273	PRTase-CE
PRTase-CE	PF24390.1	WP_173187473	1.2e-40	140.4	43	307	PRTase-CE
Pribosyltran	PF00156.33	WP_173187473	0.00065	19.4	147	180	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_215715873	3.7e-30	106.0	5	234	PRTase-CE
PRTase-CE	PF24390.1	WP_129146598	1e-33	117.7	1	273	PRTase-CE
PRTase-CE	PF24390.1	WP_308005427	1.5e-28	100.8	23	256	PRTase-CE
PRTase-CE	PF24390.1	WP_379012682	1.2e-40	140.4	43	307	PRTase-CE
Pribosyltran	PF00156.33	WP_379012682	0.00065	19.4	147	180	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_180157507	4.5e-28	99.2	1	258	PRTase-CE
PRTase-CE	PF24390.1	WP_021010100	8.2e-36	124.6	6	269	PRTase-CE
PRTase-CE	PF24390.1	WP_336719050	1.5e-28	100.8	23	256	PRTase-CE
PRTase-CE	PF24390.1	WP_248364098	5.2e-36	125.2	6	265	PRTase-CE
PRTase-CE	PF24390.1	WP_009593322	1.4e-29	104.2	29	296	PRTase-CE
PRTase-CE	PF24390.1	WP_152031985	9.8e-30	104.6	1	264	PRTase-CE
PRTase-CE	PF24390.1	WP_281600764	5.6e-29	102.2	10	258	PRTase-CE
PRTase-CE	PF24390.1	WP_295212959	1.5e-28	100.8	23	256	PRTase-CE
PRTase-CE	PF24390.1	WP_298893882	1.8e-30	107.0	2	270	PRTase-CE
PRTase-CE	PF24390.1	WP_358193545	5.6e-29	102.2	10	258	PRTase-CE
PRTase-CE	PF24390.1	WP_097441136	4.7e-35	122.1	3	279	PRTase-CE
PRTase-CE	PF24390.1	WP_226066124	1e-37	130.8	35	295	PRTase-CE
PRTase-CE	PF24390.1	WP_394293822	3.5e-33	115.9	1	273	PRTase-CE
PRTase-CE	PF24390.1	WP_054613398	3e-32	112.9	2	255	PRTase-CE
PRTase-CE	PF24390.1	WP_096131210	5.5e-37	128.4	23	286	PRTase-CE
PRTase-CE	PF24390.1	WP_158219001	1.1e-35	124.1	8	271	PRTase-CE
PRTase-CE	PF24390.1	WP_160430035	1.1e-35	124.1	8	271	PRTase-CE
PRTase-CE	PF24390.1	WP_162904250	1.5e-29	104.0	2	268	PRTase-CE
PRTase-CE	PF24390.1	WP_077830091	2.2e-29	103.5	23	267	PRTase-CE
PRTase-CE	PF24390.1	WP_018679348	2.1e-30	106.8	2	270	PRTase-CE
PRTase-CE	PF24390.1	WP_262574217	3.9e-37	128.9	19	275	PRTase-CE
PRTase-CE	PF24390.1	WP_354141699	3.2e-23	83.3	3	110	PRTase-CE
PRTase-CE	PF24390.1	WP_279751307	8.2e-47	160.6	30	289	PRTase-CE
PRTase-CE	PF24390.1	WP_349517727	1.2e-35	124.1	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_157729002	2.3e-35	123.1	6	265	PRTase-CE
PRTase-CE	PF24390.1	WP_018623043	8.6e-42	144.1	14	272	PRTase-CE
PRTase-CE	PF24390.1	WP_370203483	3e-34	119.4	5	260	PRTase-CE
PRTase-CE	PF24390.1	WP_133499027	2.3e-25	90.3	6	271	PRTase-CE
PRTase-CE	PF24390.1	WP_368423803	7e-39	134.6	43	304	PRTase-CE
PRTase-CE	PF24390.1	WP_316020736	6.2e-34	118.4	1	262	PRTase-CE
